Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating
Sona BLW Precision Forgings Limited January 2026 Future,,,-3675.0,-18.4191,$0.00%,Axis Mutual Fund,AXISEAF,
TVS Motor Company Limited January 2026 Future,,,-525.0,-19.4177,$0.00%,Axis Mutual Fund,AXISEAF,
Grasim Industries Limited January 2026 Future,,,-750.0,-21.2768,$0.00%,Axis Mutual Fund,AXISEAF,
JSW Steel Limited January 2026 Future,,,-2025.0,-22.0563,$0.00%,Axis Mutual Fund,AXISEAF,
Zydus Lifesciences Limited January 2026 Future,,,-2700.0,-25.0398,$0.00%,Axis Mutual Fund,AXISEAF,
Tata Technologies Limited December 2025 Future,,,-4000.0,-26.27,$0.00%,Axis Mutual Fund,AXISEAF,
Adani Enterprises Limited December 2025 Future,,,-1236.0,-27.789,$0.00%,Axis Mutual Fund,AXISEAF,
Shriram Finance Limited January 2026 Future,,,-3300.0,-30.03,$0.00%,Axis Mutual Fund,AXISEAF,
Petronet LNG Limited January 2026 Future,,,-11400.0,-31.4982,$0.00%,Axis Mutual Fund,AXISEAF,
ICICI Lombard General Insurance Company Limited December 2025 Future,,,-1625.0,-31.8159,$0.00%,Axis Mutual Fund,AXISEAF,
Divi's Laboratories Limited January 2026 Future,,,-500.0,-32.6475,$0.00%,Axis Mutual Fund,AXISEAF,
Ambuja Cements Limited January 2026 Future,,,-6300.0,-34.2783,$0.00%,Axis Mutual Fund,AXISEAF,
Fortis Healthcare Limited January 2026 Future,,,-3875.0,-34.8246,$0.00%,Axis Mutual Fund,AXISEAF,
Jubilant Foodworks Limited December 2025 Future,,,-6250.0,-35.3031,$0.00%,Axis Mutual Fund,AXISEAF,
Power Finance Corporation Limited January 2026 Future,,,-10400.0,-35.5472,$0.00%,Axis Mutual Fund,AXISEAF,
GMR Airports Limited January 2026 Future,,,-34875.0,-35.712,$0.00%,Axis Mutual Fund,AXISEAF,
PNB Housing Finance Limited January 2026 Future,,,-3900.0,-36.5606,$0.00%,Axis Mutual Fund,AXISEAF,
Inox Wind Limited January 2026 Future,,,-28600.0,-36.5651,$0.00%,Axis Mutual Fund,AXISEAF,
Pidilite Industries Limited January 2026 Future,,,-2500.0,-36.7825,$0.00%,Axis Mutual Fund,AXISEAF,
Polycab India Limited January 2026 Future,,,-500.0,-37.515,$0.00%,Axis Mutual Fund,AXISEAF,
Patanjali Foods Limited January 2026 Future,,,-7200.0,-40.6188,-0.0001,Axis Mutual Fund,AXISEAF,
Coal India Limited December 2025 Future,,,-10800.0,-41.742,-0.0001,Axis Mutual Fund,AXISEAF,
Delhivery Limited January 2026 Future,,,-10375.0,-42.5064,-0.0001,Axis Mutual Fund,AXISEAF,
Adani Ports and Special Economic Zone Limited January 2026 Future,,,-2850.0,-43.0265,-0.0001,Axis Mutual Fund,AXISEAF,
Dabur India Limited December 2025 Future,,,-8750.0,-43.3519,-0.0001,Axis Mutual Fund,AXISEAF,
Dabur India Limited January 2026 Future,,,-8750.0,-43.6056,-0.0001,Axis Mutual Fund,AXISEAF,
Avenue Supermarts Limited December 2025 Future,,,-1200.0,-45.9564,-0.0001,Axis Mutual Fund,AXISEAF,
The Indian Hotels Company Limited January 2026 Future,,,-7000.0,-51.646,-0.0001,Axis Mutual Fund,AXISEAF,
PG Electroplast Limited December 2025 Future,,,-9100.0,-53.1531,-0.0001,Axis Mutual Fund,AXISEAF,
Jindal Steel Limited December 2025 Future,,,-5625.0,-55.9913,-0.0001,Axis Mutual Fund,AXISEAF,
Eicher Motors Limited January 2026 Future,,,-800.0,-58.18,-0.0001,Axis Mutual Fund,AXISEAF,
LIC Housing Finance Limited January 2026 Future,,,-11000.0,-59.059,-0.0001,Axis Mutual Fund,AXISEAF,
Hindustan Unilever Limited December 2025 Future,,,-2700.0,-61.6167,-0.0001,Axis Mutual Fund,AXISEAF,
Bajaj Finserv Limited January 2026 Future,,,-3000.0,-61.8,-0.0001,Axis Mutual Fund,AXISEAF,
Hindustan Unilever Limited January 2026 Future,,,-2700.0,-62.1,-0.0001,Axis Mutual Fund,AXISEAF,
Nestle India Limited January 2026 Future,,,-5000.0,-62.735,-0.0001,Axis Mutual Fund,AXISEAF,
Lodha Developers Limited January 2026 Future,,,-5850.0,-64.3091,-0.0001,Axis Mutual Fund,AXISEAF,
Tata Motors Passenger Vehicles Limited December 2025 Future,,,-18400.0,-65.1544,-0.0001,Axis Mutual Fund,AXISEAF,
Computer Age Management Services Limited January 2026 Future,,,-9000.0,-68.814,-0.0001,Axis Mutual Fund,AXISEAF,
Bosch Limited January 2026 Future,,,-200.0,-72.31,-0.0001,Axis Mutual Fund,AXISEAF,
Tata Power Company Limited January 2026 Future,,,-18850.0,-72.318,-0.0001,Axis Mutual Fund,AXISEAF,
GAIL (India) Limited December 2025 Future,,,-47250.0,-80.4337,-0.0001,Axis Mutual Fund,AXISEAF,
Jindal Steel Limited January 2026 Future,,,-8125.0,-81.3963,-0.0001,Axis Mutual Fund,AXISEAF,
Astral Limited December 2025 Future,,,-5950.0,-85.0553,-0.0001,Axis Mutual Fund,AXISEAF,
Solar Industries India Limited January 2026 Future,,,-750.0,-90.15,-0.0001,Axis Mutual Fund,AXISEAF,
Bharat Electronics Limited January 2026 Future,,,-22800.0,-90.3336,-0.0001,Axis Mutual Fund,AXISEAF,
Bank of India January 2026 Future,,,-67600.0,-97.6617,-0.0001,Axis Mutual Fund,AXISEAF,
Hindustan Aeronautics Limited January 2026 Future,,,-2250.0,-97.7243,-0.0001,Axis Mutual Fund,AXISEAF,
Info Edge (India) Limited December 2025 Future,,,-7875.0,-105.8715,-0.0001,Axis Mutual Fund,AXISEAF,
Computer Age Management Services Limited December 2025 Future,,,-14250.0,-108.357,-0.0001,Axis Mutual Fund,AXISEAF,
ICICI Lombard General Insurance Company Limited January 2026 Future,,,-5525.0,-108.9751,-0.0001,Axis Mutual Fund,AXISEAF,
LTIMindtree Limited December 2025 Future,,,-1800.0,-111.321,-0.0001,Axis Mutual Fund,AXISEAF,
NCC Limited December 2025 Future,,,-72900.0,-113.8042,-0.0001,Axis Mutual Fund,AXISEAF,
Manappuram Finance Limited December 2025 Future,,,-39000.0,-114.309,-0.0001,Axis Mutual Fund,AXISEAF,
Dr. Reddy's Laboratories Limited December 2025 Future,,,-9375.0,-119.7188,-0.0001,Axis Mutual Fund,AXISEAF,
HCL Technologies Limited December 2025 Future,,,-7350.0,-120.8781,-0.0002,Axis Mutual Fund,AXISEAF,
Torrent Pharmaceuticals Limited December 2025 Future,,,-3250.0,-123.734,-0.0002,Axis Mutual Fund,AXISEAF,
Info Edge (India) Limited January 2026 Future,,,-9375.0,-126.8344,-0.0002,Axis Mutual Fund,AXISEAF,
Nuvama Wealth Management Limited December 2025 Future,,,-1950.0,-140.3903,-0.0002,Axis Mutual Fund,AXISEAF,
Tata Elxsi Limited December 2025 Future,,,-2600.0,-141.102,-0.0002,Axis Mutual Fund,AXISEAF,
Power Grid Corporation of India Limited January 2026 Future,,,-55100.0,-146.4558,-0.0002,Axis Mutual Fund,AXISEAF,
NHPC Limited December 2025 Future,,,-192000.0,-147.3792,-0.0002,Axis Mutual Fund,AXISEAF,
Indus Towers Limited January 2026 Future,,,-35700.0,-148.9583,-0.0002,Axis Mutual Fund,AXISEAF,
Container Corporation of India Limited January 2026 Future,,,-30000.0,-151.785,-0.0002,Axis Mutual Fund,AXISEAF,
CG Power and Industrial Solutions Limited December 2025 Future,,,-24650.0,-165.8699,-0.0002,Axis Mutual Fund,AXISEAF,
Dixon Technologies (India) Limited January 2026 Future,,,-1250.0,-166.8625,-0.0002,Axis Mutual Fund,AXISEAF,
Bharat Heavy Electricals Limited December 2025 Future,,,-60375.0,-166.9067,-0.0002,Axis Mutual Fund,AXISEAF,
Central Depository Services (India) Limited December 2025 Future,,,-11400.0,-171.5814,-0.0002,Axis Mutual Fund,AXISEAF,
Indian Railway Finance Corporation Limited December 2025 Future,,,-161500.0,-184.32,-0.0002,Axis Mutual Fund,AXISEAF,
Muthoot Finance Limited December 2025 Future,,,-4950.0,-186.9269,-0.0002,Axis Mutual Fund,AXISEAF,
Aurobindo Pharma Limited January 2026 Future,,,-19250.0,-237.699,-0.0003,Axis Mutual Fund,AXISEAF,
Hitachi Energy India Limited December 2025 Future,,,-1300.0,-241.215,-0.0003,Axis Mutual Fund,AXISEAF,
HDFC Life Insurance Company Limited January 2026 Future,,,-31900.0,-245.7417,-0.0003,Axis Mutual Fund,AXISEAF,
Eternal Limited January 2026 Future,,,-87300.0,-252.0351,-0.0003,Axis Mutual Fund,AXISEAF,
Sun Pharmaceutical Industries Limited January 2026 Future,,,-14350.0,-252.6318,-0.0003,Axis Mutual Fund,AXISEAF,
Cummins India Limited December 2025 Future,,,-5800.0,-256.0758,-0.0003,Axis Mutual Fund,AXISEAF,
Coforge Limited December 2025 Future,,,-14250.0,-262.998,-0.0003,Axis Mutual Fund,AXISEAF,
Oil & Natural Gas Corporation Limited January 2026 Future,,,-112500.0,-264.1275,-0.0003,Axis Mutual Fund,AXISEAF,
Lupin Limited December 2025 Future,,,-12750.0,-271.473,-0.0003,Axis Mutual Fund,AXISEAF,
NBCC (India) Limited January 2026 Future,,,-247000.0,-283.1855,-0.0004,Axis Mutual Fund,AXISEAF,
Laurus Labs Limited January 2026 Future,,,-27200.0,-286.6064,-0.0004,Axis Mutual Fund,AXISEAF,
Torrent Power Limited December 2025 Future,,,-23250.0,-297.9488,-0.0004,Axis Mutual Fund,AXISEAF,
Havells India Limited December 2025 Future,,,-21000.0,-298.536,-0.0004,Axis Mutual Fund,AXISEAF,
Mankind Pharma Limited December 2025 Future,,,-13950.0,-303.831,-0.0004,Axis Mutual Fund,AXISEAF,
Tata Consumer Products Limited January 2026 Future,,,-26950.0,-321.8639,-0.0004,Axis Mutual Fund,AXISEAF,
Steel Authority of India Limited December 2025 Future,,,-258500.0,-325.8651,-0.0004,Axis Mutual Fund,AXISEAF,
Siemens Limited December 2025 Future,,,-10750.0,-335.7655,-0.0004,Axis Mutual Fund,AXISEAF,
Cyient Limited December 2025 Future,,,-30175.0,-349.6679,-0.0004,Axis Mutual Fund,AXISEAF,
Canara Bank January 2026 Future,,,-249750.0,-374.1755,-0.0005,Axis Mutual Fund,AXISEAF,
DLF Limited January 2026 Future,,,-54450.0,-379.4621,-0.0005,Axis Mutual Fund,AXISEAF,
Dalmia Bharat Limited December 2025 Future,,,-19175.0,-387.5843,-0.0005,Axis Mutual Fund,AXISEAF,
Larsen & Toubro Limited January 2026 Future,,,-9625.0,-395.2988,-0.0005,Axis Mutual Fund,AXISEAF,
Wipro Limited December 2025 Future,,,-153000.0,-404.9451,-0.0005,Axis Mutual Fund,AXISEAF,
Housing & Urban Development Corporation Limited December 2025 Future,,,-194250.0,-411.2661,-0.0005,Axis Mutual Fund,AXISEAF,
HDFC Asset Management Company Limited January 2026 Future,,,-15300.0,-412.488,-0.0005,Axis Mutual Fund,AXISEAF,
Zydus Lifesciences Limited December 2025 Future,,,-45000.0,-414.8325,-0.0005,Axis Mutual Fund,AXISEAF,
Hindalco Industries Limited January 2026 Future,,,-49700.0,-426.6745,-0.0005,Axis Mutual Fund,AXISEAF,
RBL Bank Limited January 2026 Future,,,-142875.0,-433.0541,-0.0005,Axis Mutual Fund,AXISEAF,
IndusInd Bank Limited January 2026 Future,,,-51800.0,-440.4813,-0.0006,Axis Mutual Fund,AXISEAF,
Suzlon Energy Limited December 2025 Future,,,-896000.0,-471.9232,-0.0006,Axis Mutual Fund,AXISEAF,
Tata Motors Passenger Vehicles Limited January 2026 Future,,,-132800.0,-472.5024,-0.0006,Axis Mutual Fund,AXISEAF,
Tata Steel Limited January 2026 Future,,,-286000.0,-486.7148,-0.0006,Axis Mutual Fund,AXISEAF,
Bandhan Bank Limited January 2026 Future,,,-324000.0,-490.7304,-0.0006,Axis Mutual Fund,AXISEAF,
Tube Investments of India Limited December 2025 Future,,,-18800.0,-497.4292,-0.0006,Axis Mutual Fund,AXISEAF,
Sun Pharmaceutical Industries Limited December 2025 Future,,,-28700.0,-502.0778,-0.0006,Axis Mutual Fund,AXISEAF,
Eicher Motors Limited December 2025 Future,,,-7175.0,-518.1785,-0.0006,Axis Mutual Fund,AXISEAF,
Bank of Baroda January 2026 Future,,,-178425.0,-525.194,-0.0007,Axis Mutual Fund,AXISEAF,
Shree Cement Limited December 2025 Future,,,-2100.0,-539.595,-0.0007,Axis Mutual Fund,AXISEAF,
Delhivery Limited December 2025 Future,,,-134875.0,-549.4133,-0.0007,Axis Mutual Fund,AXISEAF,
Cipla Limited December 2025 Future,,,-36750.0,-558.0488,-0.0007,Axis Mutual Fund,AXISEAF,
ITC Limited January 2026 Future,,,-142400.0,-576.008,-0.0007,Axis Mutual Fund,AXISEAF,
Hero MotoCorp Limited January 2026 Future,,,-9900.0,-576.3285,-0.0007,Axis Mutual Fund,AXISEAF,
Supreme Industries Limited December 2025 Future,,,-17150.0,-579.4985,-0.0007,Axis Mutual Fund,AXISEAF,
Bharat Forge Limited December 2025 Future,,,-40500.0,-584.0505,-0.0007,Axis Mutual Fund,AXISEAF,
Bharat Petroleum Corporation Limited December 2025 Future,,,-163925.0,-600.1294,-0.0007,Axis Mutual Fund,AXISEAF,
Power Finance Corporation Limited December 2025 Future,,,-183300.0,-622.9451,-0.0008,Axis Mutual Fund,AXISEAF,
Oracle Financial Services Software Limited December 2025 Future,,,-8025.0,-628.839,-0.0008,Axis Mutual Fund,AXISEAF,
The Federal Bank Limited December 2025 Future,,,-245000.0,-657.09,-0.0008,Axis Mutual Fund,AXISEAF,
Bank of India December 2025 Future,,,-488800.0,-701.9168,-0.0009,Axis Mutual Fund,AXISEAF,
FSN E-Commerce Ventures Limited December 2025 Future,,,-281250.0,-702.8438,-0.0009,Axis Mutual Fund,AXISEAF,
Punjab National Bank January 2026 Future,,,-584000.0,-704.6544,-0.0009,Axis Mutual Fund,AXISEAF,
The Phoenix Mills Limited December 2025 Future,,,-38500.0,-706.5905,-0.0009,Axis Mutual Fund,AXISEAF,
NTPC Limited December 2025 Future,,,-225000.0,-721.4625,-0.0009,Axis Mutual Fund,AXISEAF,
HFCL Limited December 2025 Future,,,-1180350.0,-757.1945,-0.0009,Axis Mutual Fund,AXISEAF,
Max Financial Services Limited December 2025 Future,,,-44800.0,-759.2256,-0.0009,Axis Mutual Fund,AXISEAF,
Titan Company Limited January 2026 Future,,,-19950.0,-790.8579,-0.001,Axis Mutual Fund,AXISEAF,
Multi Commodity Exchange of India Limited January 2026 Future,,,-7750.0,-805.7675,-0.001,Axis Mutual Fund,AXISEAF,
National Aluminium Company Limited December 2025 Future,,,-303750.0,-848.8294,-0.0011,Axis Mutual Fund,AXISEAF,
Fortis Healthcare Limited December 2025 Future,,,-97650.0,-872.6004,-0.0011,Axis Mutual Fund,AXISEAF,
Indian Bank December 2025 Future,,,-112000.0,-878.08,-0.0011,Axis Mutual Fund,AXISEAF,
HDFC Asset Management Company Limited December 2025 Future,,,-35700.0,-956.76,-0.0012,Axis Mutual Fund,AXISEAF,
Inox Wind Limited December 2025 Future,,,-759104.0,-964.5935,-0.0012,Axis Mutual Fund,AXISEAF,
Union Bank of India December 2025 Future,,,-641625.0,-990.4765,-0.0012,Axis Mutual Fund,AXISEAF,
Tech Mahindra Limited January 2026 Future,,,-61800.0,-1004.3118,-0.0013,Axis Mutual Fund,AXISEAF,
One 97 Communications Limited December 2025 Future,,,-77575.0,-1036.6347,-0.0013,Axis Mutual Fund,AXISEAF,
Syngene International Limited December 2025 Future,,,-160000.0,-1048.88,-0.0013,Axis Mutual Fund,AXISEAF,
AU Small Finance Bank Limited December 2025 Future,,,-110000.0,-1087.02,-0.0014,Axis Mutual Fund,AXISEAF,
Mazagon Dock Shipbuilders Limited December 2025 Future,,,-46550.0,-1124.8808,-0.0014,Axis Mutual Fund,AXISEAF,
Bharti Airtel Limited January 2026 Future,,,-54150.0,-1143.3231,-0.0014,Axis Mutual Fund,AXISEAF,
Power Grid Corporation of India Limited December 2025 Future,,,-444600.0,-1173.9663,-0.0015,Axis Mutual Fund,AXISEAF,
Biocon Limited December 2025 Future,,,-295000.0,-1177.64,-0.0015,Axis Mutual Fund,AXISEAF,
The Indian Hotels Company Limited December 2025 Future,,,-161000.0,-1180.5325,-0.0015,Axis Mutual Fund,AXISEAF,
Godrej Consumer Products Limited December 2025 Future,,,-99500.0,-1183.055,-0.0015,Axis Mutual Fund,AXISEAF,
Hindustan Aeronautics Limited December 2025 Future,,,-27600.0,-1191.2712,-0.0015,Axis Mutual Fund,AXISEAF,
InterGlobe Aviation Limited December 2025 Future,,,-23550.0,-1213.767,-0.0015,Axis Mutual Fund,AXISEAF,
Max Healthcare Institute Limited January 2026 Future,,,-115500.0,-1253.2905,-0.0016,Axis Mutual Fund,AXISEAF,
Persistent Systems Limited December 2025 Future,,,-19700.0,-1255.284,-0.0016,Axis Mutual Fund,AXISEAF,
Jio Financial Services Limited January 2026 Future,,,-448850.0,-1344.5302,-0.0017,Axis Mutual Fund,AXISEAF,
Hindustan Petroleum Corporation Limited December 2025 Future,,,-289575.0,-1360.8577,-0.0017,Axis Mutual Fund,AXISEAF,
Laurus Labs Limited December 2025 Future,,,-132600.0,-1388.8524,-0.0017,Axis Mutual Fund,AXISEAF,
Prestige Estates Projects Limited December 2025 Future,,,-85500.0,-1392.111,-0.0017,Axis Mutual Fund,AXISEAF,
Bajaj Finserv Limited December 2025 Future,,,-71000.0,-1452.518,-0.0018,Axis Mutual Fund,AXISEAF,
Indian Energy Exchange Limited December 2025 Future,,,-1035000.0,-1467.9405,-0.0018,Axis Mutual Fund,AXISEAF,
IDFC First Bank Limited January 2026 Future,,,-1762250.0,-1501.7895,-0.0019,Axis Mutual Fund,AXISEAF,
Petronet LNG Limited December 2025 Future,,,-567000.0,-1556.1315,-0.0019,Axis Mutual Fund,AXISEAF,
Sammaan Capital Limited December 2025 Future,,,-1079300.0,-1569.5181,-0.002,Axis Mutual Fund,AXISEAF,
Larsen & Toubro Limited December 2025 Future,,,-39025.0,-1591.6737,-0.002,Axis Mutual Fund,AXISEAF,
ICICI Prudential Life Insurance Company Limited December 2025 Future,,,-244200.0,-1591.8177,-0.002,Axis Mutual Fund,AXISEAF,
Tata Consumer Products Limited December 2025 Future,,,-138050.0,-1637.8252,-0.002,Axis Mutual Fund,AXISEAF,
Canara Bank December 2025 Future,,,-1113750.0,-1659.4875,-0.0021,Axis Mutual Fund,AXISEAF,
Patanjali Foods Limited December 2025 Future,,,-304200.0,-1705.1931,-0.0021,Axis Mutual Fund,AXISEAF,
Mphasis Limited December 2025 Future,,,-59400.0,-1719.3924,-0.0021,Axis Mutual Fund,AXISEAF,
Polycab India Limited December 2025 Future,,,-24375.0,-1818.1313,-0.0023,Axis Mutual Fund,AXISEAF,
PB Fintech Limited December 2025 Future,,,-96950.0,-1834.5849,-0.0023,Axis Mutual Fund,AXISEAF,
Bandhan Bank Limited December 2025 Future,,,-1227600.0,-1847.4152,-0.0023,Axis Mutual Fund,AXISEAF,
Bharat Dynamics Limited December 2025 Future,,,-135850.0,-1869.1602,-0.0023,Axis Mutual Fund,AXISEAF,
Solar Industries India Limited December 2025 Future,,,-15675.0,-1873.7895,-0.0023,Axis Mutual Fund,AXISEAF,
Exide Industries Limited December 2025 Future,,,-527400.0,-1920.7908,-0.0024,Axis Mutual Fund,AXISEAF,
Nestle India Limited December 2025 Future,,,-162500.0,-2024.75,-0.0025,Axis Mutual Fund,AXISEAF,
Trent Limited January 2026 Future,,,-49700.0,-2036.9048,-0.0025,Axis Mutual Fund,AXISEAF,
Alkem Laboratories Limited December 2025 Future,,,-37375.0,-2082.1613,-0.0026,Axis Mutual Fund,AXISEAF,
BSE Limited December 2025 Future,,,-78000.0,-2098.59,-0.0026,Axis Mutual Fund,AXISEAF,
Tata Consultancy Services Limited January 2026 Future,,,-63700.0,-2104.011,-0.0026,Axis Mutual Fund,AXISEAF,
Yes Bank Limited December 2025 Future,,,-9765400.0,-2124.951,-0.0027,Axis Mutual Fund,AXISEAF,
SRF Limited December 2025 Future,,,-70200.0,-2170.8648,-0.0027,Axis Mutual Fund,AXISEAF,
Mahindra & Mahindra Limited January 2026 Future,,,-60400.0,-2195.0568,-0.0027,Axis Mutual Fund,AXISEAF,
Max Healthcare Institute Limited December 2025 Future,,,-205275.0,-2212.0434,-0.0028,Axis Mutual Fund,AXISEAF,
Kaynes Technology India Limited December 2025 Future,,,-53300.0,-2236.7345,-0.0028,Axis Mutual Fund,AXISEAF,
Hero MotoCorp Limited December 2025 Future,,,-39450.0,-2281.3935,-0.0029,Axis Mutual Fund,AXISEAF,
IIFL Finance Limited December 2025 Future,,,-435600.0,-2466.1494,-0.0031,Axis Mutual Fund,AXISEAF,
Bajaj Finance Limited January 2026 Future,,,-243000.0,-2470.338,-0.0031,Axis Mutual Fund,AXISEAF,
Lodha Developers Limited December 2025 Future,,,-226800.0,-2477.5632,-0.0031,Axis Mutual Fund,AXISEAF,
Hindustan Zinc Limited December 2025 Future,,,-426300.0,-2516.4489,-0.0031,Axis Mutual Fund,AXISEAF,
Ambuja Cements Limited December 2025 Future,,,-471450.0,-2548.1873,-0.0032,Axis Mutual Fund,AXISEAF,
Adani Ports and Special Economic Zone Limited December 2025 Future,,,-170525.0,-2557.534,-0.0032,Axis Mutual Fund,AXISEAF,
Adani Green Energy Limited December 2025 Future,,,-259800.0,-2658.7932,-0.0033,Axis Mutual Fund,AXISEAF,
UPL Limited December 2025 Future,,,-356365.0,-2680.043,-0.0033,Axis Mutual Fund,AXISEAF,
L&T Finance Limited December 2025 Future,,,-910248.0,-2743.9426,-0.0034,Axis Mutual Fund,AXISEAF,
Tech Mahindra Limited December 2025 Future,,,-172200.0,-2780.5134,-0.0035,Axis Mutual Fund,AXISEAF,
Crompton Greaves Consumer Electricals Limited December 2025 Future,,,-1087200.0,-2785.95,-0.0035,Axis Mutual Fund,AXISEAF,
Bosch Limited December 2025 Future,,,-7875.0,-2827.5188,-0.0035,Axis Mutual Fund,AXISEAF,
Samvardhana Motherson International Limited December 2025 Future,,,-2355450.0,-2852.2144,-0.0036,Axis Mutual Fund,AXISEAF,
NBCC (India) Limited December 2025 Future,,,-2535000.0,-2889.1395,-0.0036,Axis Mutual Fund,AXISEAF,
Adani Energy Solutions Limited December 2025 Future,,,-302400.0,-2989.3752,-0.0037,Axis Mutual Fund,AXISEAF,
Britannia Industries Limited December 2025 Future,,,-49250.0,-3011.8838,-0.0038,Axis Mutual Fund,AXISEAF,
Cholamandalam Investment and Finance Company Ltd December 2025 Future,,,-190000.0,-3132.15,-0.0039,Axis Mutual Fund,AXISEAF,
Life Insurance Corporation Of India December 2025 Future,,,-373800.0,-3184.776,-0.004,Axis Mutual Fund,AXISEAF,
UNO Minda Limited December 2025 Future,,,-254650.0,-3233.0364,-0.004,Axis Mutual Fund,AXISEAF,
Apollo Hospitals Enterprise Limited December 2025 Future,,,-46250.0,-3247.2125,-0.0041,Axis Mutual Fund,AXISEAF,
United Spirits Limited December 2025 Future,,,-233600.0,-3294.2272,-0.0041,Axis Mutual Fund,AXISEAF,
LIC Housing Finance Limited December 2025 Future,,,-627000.0,-3345.672,-0.0042,Axis Mutual Fund,AXISEAF,
Jio Financial Services Limited December 2025 Future,,,-1189100.0,-3538.7616,-0.0044,Axis Mutual Fund,AXISEAF,
Dixon Technologies (India) Limited December 2025 Future,,,-27450.0,-3642.066,-0.0046,Axis Mutual Fund,AXISEAF,
Trent Limited December 2025 Future,,,-89500.0,-3644.619,-0.0046,Axis Mutual Fund,AXISEAF,
Varun Beverages Limited December 2025 Future,,,-775925.0,-3655.3827,-0.0046,Axis Mutual Fund,AXISEAF,
TVS Motor Company Limited December 2025 Future,,,-105700.0,-3887.3289,-0.0049,Axis Mutual Fund,AXISEAF,
APL Apollo Tubes Limited December 2025 Future,,,-216300.0,-3940.5534,-0.0049,Axis Mutual Fund,AXISEAF,
Divi's Laboratories Limited December 2025 Future,,,-61700.0,-4002.1705,-0.005,Axis Mutual Fund,AXISEAF,
Bharat Electronics Limited December 2025 Future,,,-1021725.0,-4020.9987,-0.005,Axis Mutual Fund,AXISEAF,
Vedanta Limited December 2025 Future,,,-717600.0,-4179.3024,-0.0052,Axis Mutual Fund,AXISEAF,
