Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating
Mphasis Limited,INE356A01018,,63525.0,1810.8437,0.0022,Axis Mutual Fund,AXISEAF,IT - Software
Laurus Labs Limited,INE947Q01028,,159800.0,1733.83,0.0021,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
Patanjali Foods Limited,INE619A01035,,311400.0,1701.9567,0.0021,Axis Mutual Fund,AXISEAF,Agricultural Food & other Products
Petronet LNG Limited,INE347G01014,,578400.0,1629.3528,0.002,Axis Mutual Fund,AXISEAF,Gas
ICICI Prudential Life Insurance Company Limited,INE726G01019,,246975.0,1605.214,0.0019,Axis Mutual Fund,AXISEAF,Insurance
Sammaan Capital Limited,INE148I01020,,1079300.0,1509.7248,0.0018,Axis Mutual Fund,AXISEAF,Finance
Bajaj Finserv Limited,INE918I01026,,74000.0,1493.024,0.0018,Axis Mutual Fund,AXISEAF,Finance
The Indian Hotels Company Limited,INE053A01029,,191000.0,1412.636,0.0017,Axis Mutual Fund,AXISEAF,Leisure Services
Indian Energy Exchange Limited,INE022Q01020,,1035000.0,1400.976,0.0017,Axis Mutual Fund,AXISEAF,Capital Markets
Prestige Estates Projects Limited,INE811K01011,,85950.0,1383.4512,0.0017,Axis Mutual Fund,AXISEAF,Realty
Hindustan Petroleum Corporation Limited,INE094A01015,,289575.0,1354.3423,0.0016,Axis Mutual Fund,AXISEAF,Petroleum Products
HDFC Asset Management Company Limited,INE127D01025,,51000.0,1350.072,0.0016,Axis Mutual Fund,AXISEAF,Capital Markets
Jindal Steel Limited,INE749A01030,,135000.0,1331.775,0.0016,Axis Mutual Fund,AXISEAF,Ferrous Metals
Power Grid Corporation of India Limited,INE752E01010,,499700.0,1326.4537,0.0016,Axis Mutual Fund,AXISEAF,Power
Hindustan Aeronautics Limited,INE066F01020,,29850.0,1316.1462,0.0016,Axis Mutual Fund,AXISEAF,Aerospace & Defense
Persistent Systems Limited,INE262H01021,,19700.0,1241.1985,0.0015,Axis Mutual Fund,AXISEAF,IT - Software
InterGlobe Aviation Limited,INE646L01027,,24150.0,1225.371,0.0015,Axis Mutual Fund,AXISEAF,Transport Services
Godrej Consumer Products Limited,INE102D01028,,99500.0,1200.169,0.0015,Axis Mutual Fund,AXISEAF,Personal Products
Mazagon Dock Shipbuilders Limited,INE249Z01020,,46550.0,1183.0217,0.0014,Axis Mutual Fund,AXISEAF,Industrial Manufacturing
Bharti Airtel Limited,IN9397D01014,,69825.0,1180.0774,0.0014,Axis Mutual Fund,AXISEAF,Telecom - Services
Biocon Limited,INE376G01013,,295000.0,1166.5775,0.0014,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
One 97 Communications Limited,INE982J01020,,84100.0,1106.1673,0.0013,Axis Mutual Fund,AXISEAF,Financial Technology (Fintech)
Oracle Financial Services Software Limited,INE881D01027,,14025.0,1090.7243,0.0013,Axis Mutual Fund,AXISEAF,IT - Software
Inox Wind Limited,INE066P01011,,857750.0,1084.4533,0.0013,Axis Mutual Fund,AXISEAF,Electrical Equipment
AU Small Finance Bank Limited,INE949L01017,,110000.0,1072.445,0.0013,Axis Mutual Fund,AXISEAF,Banks
Union Bank of India,INE692A01016,,641625.0,963.8491,0.0012,Axis Mutual Fund,AXISEAF,Banks
Fortis Healthcare Limited,INE061F01013,,101525.0,916.1616,0.0011,Axis Mutual Fund,AXISEAF,Healthcare Services
Syngene International Limited,INE398R01022,,139000.0,909.9635,0.0011,Axis Mutual Fund,AXISEAF,Healthcare Services
Indian Bank,INE562A01011,,112000.0,871.864,0.0011,Axis Mutual Fund,AXISEAF,Banks
Cummins India Limited,INE298A01020,,19000.0,825.816,0.001,Axis Mutual Fund,AXISEAF,Industrial Products
Bank of India,INE084A01016,,556400.0,777.6803,0.0009,Axis Mutual Fund,AXISEAF,Banks
Max Financial Services Limited,INE180A01020,,44800.0,749.056,0.0009,Axis Mutual Fund,AXISEAF,Insurance
FSN E-Commerce Ventures Limited,INE388Y01029,,281250.0,729.7031,0.0009,Axis Mutual Fund,AXISEAF,Retailing
NTPC Limited,INE733E01010,,225000.0,729.225,0.0009,Axis Mutual Fund,AXISEAF,Power
HFCL Limited,INE548A01028,,1180350.0,725.5611,0.0009,Axis Mutual Fund,AXISEAF,Telecom - Services
The Phoenix Mills Limited,INE211B01039,,38500.0,712.404,0.0009,Axis Mutual Fund,AXISEAF,Realty
Power Finance Corporation Limited,INE134E01011,,193700.0,686.8602,0.0008,Axis Mutual Fund,AXISEAF,Finance
The Federal Bank Limited,INE171A01029,,245000.0,641.9,0.0008,Axis Mutual Fund,AXISEAF,Banks
Bharat Petroleum Corporation Limited,INE029A01011,,163925.0,599.9655,0.0007,Axis Mutual Fund,AXISEAF,Petroleum Products
Delhivery Limited,INE148O01028,,145250.0,591.5306,0.0007,Axis Mutual Fund,AXISEAF,Transport Services
Bharat Forge Limited,INE465A01025,,40500.0,584.739,0.0007,Axis Mutual Fund,AXISEAF,Auto Components
Supreme Industries Limited,INE195A01028,,17150.0,561.3367,0.0007,Axis Mutual Fund,AXISEAF,Industrial Products
Cipla Limited,INE059A01026,,36750.0,553.455,0.0007,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
Tata Motors Passenger Vehicles Limited,INE155A01022,,151200.0,542.5056,0.0007,Axis Mutual Fund,AXISEAF,Automobiles
National Aluminium Company Limited,INE139A01034,,165000.0,506.3025,0.0006,Axis Mutual Fund,AXISEAF,Non - Ferrous Metals
Tube Investments of India Limited,INE974X01010,,19200.0,499.3536,0.0006,Axis Mutual Fund,AXISEAF,Auto Components
Eicher Motors Limited,INE066A01021,,6600.0,483.384,0.0006,Axis Mutual Fund,AXISEAF,Automobiles
Suzlon Energy Limited,INE040H01021,,896000.0,476.672,0.0006,Axis Mutual Fund,AXISEAF,Electrical Equipment
Zydus Lifesciences Limited,INE010B01027,,47700.0,434.8094,0.0005,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
Housing & Urban Development Corporation Limited,INE031A01017,,194250.0,430.5163,0.0005,Axis Mutual Fund,AXISEAF,Finance
Bharat Heavy Electricals Limited,INE257A01026,,152250.0,428.5838,0.0005,Axis Mutual Fund,AXISEAF,Electrical Equipment
Wipro Limited,INE075A01022,,153000.0,407.439,0.0005,Axis Mutual Fund,AXISEAF,IT - Software
Dalmia Bharat Limited,INE00R701025,,17225.0,372.1634,0.0005,Axis Mutual Fund,AXISEAF,Cement & Cement Products
Steel Authority of India Limited,INE114A01011,,263200.0,348.2662,0.0004,Axis Mutual Fund,AXISEAF,Ferrous Metals
Cyient Limited,INE136B01020,,30175.0,337.779,0.0004,Axis Mutual Fund,AXISEAF,IT - Services
Siemens Limited,INE003A01024,,10750.0,333.3468,0.0004,Axis Mutual Fund,AXISEAF,Electrical Equipment
Torrent Power Limited,INE813H01021,,24525.0,318.6288,0.0004,Axis Mutual Fund,AXISEAF,Power
Mankind Pharma Limited,INE634S01028,,13950.0,305.9235,0.0004,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
KEI Industries Limited,INE878B01027,,7000.0,305.718,0.0004,Axis Mutual Fund,AXISEAF,Industrial Products
Havells India Limited,INE176B01034,,21000.0,297.822,0.0004,Axis Mutual Fund,AXISEAF,Consumer Durables
Oil & Natural Gas Corporation Limited,INE213A01029,,112500.0,263.8463,0.0003,Axis Mutual Fund,AXISEAF,Oil
HDFC Life Insurance Company Limited,INE795G01014,,31900.0,238.7556,0.0003,Axis Mutual Fund,AXISEAF,Insurance
Hitachi Energy India Limited,INE07Y701011,,1300.0,238.55,0.0003,Axis Mutual Fund,AXISEAF,Electrical Equipment
Coforge Limited,INE591G01025,,14250.0,238.4453,0.0003,Axis Mutual Fund,AXISEAF,IT - Software
Bajaj Auto Limited,INE917I01010,,2625.0,237.9431,0.0003,Axis Mutual Fund,AXISEAF,Automobiles
Info Edge (India) Limited,INE663F01032,,17250.0,235.6005,0.0003,Axis Mutual Fund,AXISEAF,Retailing
Astral Limited,INE006I01046,,16150.0,224.485,0.0003,Axis Mutual Fund,AXISEAF,Industrial Products
Indian Railway Finance Corporation Limited,INE053F01010,,161500.0,215.8286,0.0003,Axis Mutual Fund,AXISEAF,Finance
Muthoot Finance Limited,INE414G01012,,4950.0,187.9515,0.0002,Axis Mutual Fund,AXISEAF,Finance
Computer Age Management Services Limited,INE596I01020,,23250.0,174.096,0.0002,Axis Mutual Fund,AXISEAF,Capital Markets
Central Depository Services (India) Limited,INE736A01011,,11400.0,169.0278,0.0002,Axis Mutual Fund,AXISEAF,Capital Markets
CG Power and Industrial Solutions Limited,INE067A01029,,24650.0,161.704,0.0002,Axis Mutual Fund,AXISEAF,Electrical Equipment
NHPC Limited,INE848E01016,,192000.0,150.4512,0.0002,Axis Mutual Fund,AXISEAF,Power
Nuvama Wealth Management Limited,INE531F01023,,9750.0,145.6163,0.0002,Axis Mutual Fund,AXISEAF,Capital Markets
ICICI Lombard General Insurance Company Limited,INE765G01017,,7150.0,139.425,0.0002,Axis Mutual Fund,AXISEAF,Insurance
Tata Elxsi Limited,INE670A01012,,2600.0,139.048,0.0002,Axis Mutual Fund,AXISEAF,IT - Software
Hindustan Unilever Limited,INE030A01027,,5400.0,123.4116,0.0001,Axis Mutual Fund,AXISEAF,Diversified FMCG
Manappuram Finance Limited,INE522D01027,,39000.0,122.2065,0.0001,Axis Mutual Fund,AXISEAF,Finance
HCL Technologies Limited,INE860A01027,,7350.0,122.0762,0.0001,Axis Mutual Fund,AXISEAF,IT - Software
Dr. Reddy's Laboratories Limited,INE089A01031,,9375.0,118.9969,0.0001,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
NCC Limited,INE868B01028,,72900.0,115.2622,0.0001,Axis Mutual Fund,AXISEAF,Construction
LTIMindtree Limited,INE214T01019,,1800.0,108.639,0.0001,Axis Mutual Fund,AXISEAF,IT - Software
GAIL (India) Limited,INE129A01019,,50400.0,86.1941,0.0001,Axis Mutual Fund,AXISEAF,Gas
Torrent Pharmaceuticals Limited,INE685A01028,,2250.0,85.8735,0.0001,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
Dabur India Limited,INE016A01026,,17500.0,85.435,0.0001,Axis Mutual Fund,AXISEAF,Personal Products
PG Electroplast Limited,INE457L01029,,9100.0,52.8756,0.0001,Axis Mutual Fund,AXISEAF,Consumer Durables
Avenue Supermarts Limited,INE192R01011,,1200.0,45.4488,0.0001,Axis Mutual Fund,AXISEAF,Retailing
Coal India Limited,INE522F01014,,10800.0,43.4322,0.0001,Axis Mutual Fund,AXISEAF,Consumable Fuels
Jubilant Foodworks Limited,INE797F01020,,6250.0,34.9875,$0.00%,Axis Mutual Fund,AXISEAF,Leisure Services
Adani Enterprises Limited,INE423A01024,,1236.0,27.5616,$0.00%,Axis Mutual Fund,AXISEAF,Metals & Minerals Trading
Tata Technologies Limited,INE142M01025,,4000.0,26.182,$0.00%,Axis Mutual Fund,AXISEAF,IT - Services
Piramal Pharma Limited,INE0DK501011,,10000.0,17.422,$0.00%,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology
SBI Life Insurance Company Limited,INE123W01016,,750.0,15.1433,$0.00%,Axis Mutual Fund,AXISEAF,Insurance
Asian Paints Limited,INE021A01026,,250.0,6.8663,$0.00%,Axis Mutual Fund,AXISEAF,Consumer Durables
Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,,875.0,6.1731,$0.00%,Axis Mutual Fund,AXISEAF,Leisure Services
360 One WAM Limited,INE466L01038,,500.0,5.897,$0.00%,Axis Mutual Fund,AXISEAF,Capital Markets
Oil India Limited,INE274J01014,,1400.0,5.6385,$0.00%,Axis Mutual Fund,AXISEAF,Oil
Colgate Palmolive (India) Limited,INE259A01022,,225.0,4.6967,$0.00%,Axis Mutual Fund,AXISEAF,Personal Products
Sub Total,,,,643941.7893,0.7797,Axis Mutual Fund,AXISEAF,
(b) Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISEAF,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISEAF,
Total,,,,643941.7893,0.7797,Axis Mutual Fund,AXISEAF,
Derivatives,,,,,,Axis Mutual Fund,AXISEAF,
(a) Index / Stock Futures,,,,,,Axis Mutual Fund,AXISEAF,
Colgate Palmolive (India) Limited December 2025 Future,,,-225.0,-4.6987,$0.00%,Axis Mutual Fund,AXISEAF,
Oil India Limited December 2025 Future,,,-1400.0,-5.6539,$0.00%,Axis Mutual Fund,AXISEAF,
360 One WAM Limited December 2025 Future,,,-500.0,-5.911,$0.00%,Axis Mutual Fund,AXISEAF,
Indian Railway Catering And Tourism Corporation Limited January 2026 Future,,,-875.0,-6.2217,$0.00%,Axis Mutual Fund,AXISEAF,
Steel Authority of India Limited December 2025 Future,,,-4700.0,-6.2237,$0.00%,Axis Mutual Fund,AXISEAF,
Asian Paints Limited January 2026 Future,,,-250.0,-6.9083,$0.00%,Axis Mutual Fund,AXISEAF,
Polycab India Limited December 2025 Future,,,-125.0,-9.4638,$0.00%,Axis Mutual Fund,AXISEAF,
GAIL (India) Limited January 2026 Future,,,-6300.0,-10.8448,$0.00%,Axis Mutual Fund,AXISEAF,
SBI Life Insurance Company Limited January 2026 Future,,,-750.0,-15.2595,$0.00%,Axis Mutual Fund,AXISEAF,
Torrent Power Limited January 2026 Future,,,-1275.0,-16.6949,$0.00%,Axis Mutual Fund,AXISEAF,
Piramal Pharma Limited December 2025 Future,,,-10000.0,-17.471,$0.00%,Axis Mutual Fund,AXISEAF,
Zydus Lifesciences Limited January 2026 Future,,,-2700.0,-24.7496,$0.00%,Axis Mutual Fund,AXISEAF,
Tata Technologies Limited December 2025 Future,,,-4000.0,-26.256,$0.00%,Axis Mutual Fund,AXISEAF,
Adani Enterprises Limited December 2025 Future,,,-1236.0,-27.5875,$0.00%,Axis Mutual Fund,AXISEAF,
InterGlobe Aviation Limited January 2026 Future,,,-600.0,-30.651,$0.00%,Axis Mutual Fund,AXISEAF,
Jubilant Foodworks Limited December 2025 Future,,,-6250.0,-34.9719,$0.00%,Axis Mutual Fund,AXISEAF,
Fortis Healthcare Limited January 2026 Future,,,-3875.0,-35.1133,$0.00%,Axis Mutual Fund,AXISEAF,
Manappuram Finance Limited December 2025 Future,,,-12000.0,-37.584,$0.00%,Axis Mutual Fund,AXISEAF,
Dabur India Limited December 2025 Future,,,-8750.0,-42.8663,-0.0001,Axis Mutual Fund,AXISEAF,
Dabur India Limited January 2026 Future,,,-8750.0,-43.0194,-0.0001,Axis Mutual Fund,AXISEAF,
Coal India Limited December 2025 Future,,,-10800.0,-43.4754,-0.0001,Axis Mutual Fund,AXISEAF,
Nuvama Wealth Management Limited January 2026 Future,,,-3000.0,-45.015,-0.0001,Axis Mutual Fund,AXISEAF,
Computer Age Management Services Limited December 2025 Future,,,-6000.0,-45.03,-0.0001,Axis Mutual Fund,AXISEAF,
Avenue Supermarts Limited December 2025 Future,,,-1200.0,-45.5916,-0.0001,Axis Mutual Fund,AXISEAF,
Syngene International Limited December 2025 Future,,,-7000.0,-45.7555,-0.0001,Axis Mutual Fund,AXISEAF,
Jindal Steel Limited December 2025 Future,,,-5000.0,-49.415,-0.0001,Axis Mutual Fund,AXISEAF,
PG Electroplast Limited December 2025 Future,,,-9100.0,-53.0121,-0.0001,Axis Mutual Fund,AXISEAF,
Vodafone Idea Limited January 2026 Future,,,-500325.0,-60.2892,-0.0001,Axis Mutual Fund,AXISEAF,
Indian Energy Exchange Limited January 2026 Future,,,-45000.0,-61.173,-0.0001,Axis Mutual Fund,AXISEAF,
Tata Motors Passenger Vehicles Limited December 2025 Future,,,-18400.0,-66.0008,-0.0001,Axis Mutual Fund,AXISEAF,
Delhivery Limited December 2025 Future,,,-16600.0,-67.5454,-0.0001,Axis Mutual Fund,AXISEAF,
Dalmia Bharat Limited January 2026 Future,,,-3250.0,-70.5023,-0.0001,Axis Mutual Fund,AXISEAF,
Mazagon Dock Shipbuilders Limited January 2026 Future,,,-2800.0,-71.6716,-0.0001,Axis Mutual Fund,AXISEAF,
GAIL (India) Limited December 2025 Future,,,-44100.0,-75.4507,-0.0001,Axis Mutual Fund,AXISEAF,
Godrej Consumer Products Limited December 2025 Future,,,-7000.0,-84.378,-0.0001,Axis Mutual Fund,AXISEAF,
Manappuram Finance Limited January 2026 Future,,,-27000.0,-85.104,-0.0001,Axis Mutual Fund,AXISEAF,
Torrent Pharmaceuticals Limited December 2025 Future,,,-2250.0,-85.869,-0.0001,Axis Mutual Fund,AXISEAF,
Bank of India January 2026 Future,,,-67600.0,-95.0591,-0.0001,Axis Mutual Fund,AXISEAF,
Mankind Pharma Limited January 2026 Future,,,-4500.0,-99.2475,-0.0001,Axis Mutual Fund,AXISEAF,
Hindustan Aeronautics Limited January 2026 Future,,,-2250.0,-99.9158,-0.0001,Axis Mutual Fund,AXISEAF,
Nuvama Wealth Management Limited December 2025 Future,,,-6750.0,-100.7775,-0.0001,Axis Mutual Fund,AXISEAF,
LTIMindtree Limited December 2025 Future,,,-1800.0,-108.792,-0.0001,Axis Mutual Fund,AXISEAF,
NCC Limited December 2025 Future,,,-72900.0,-115.2112,-0.0001,Axis Mutual Fund,AXISEAF,
Housing & Urban Development Corporation Limited January 2026 Future,,,-52725.0,-117.7402,-0.0001,Axis Mutual Fund,AXISEAF,
Dr. Reddy's Laboratories Limited December 2025 Future,,,-9375.0,-118.8938,-0.0001,Axis Mutual Fund,AXISEAF,
HCL Technologies Limited December 2025 Future,,,-7350.0,-122.0909,-0.0001,Axis Mutual Fund,AXISEAF,
Hindustan Unilever Limited January 2026 Future,,,-5400.0,-123.9624,-0.0002,Axis Mutual Fund,AXISEAF,
Power Finance Corporation Limited January 2026 Future,,,-35100.0,-125.1842,-0.0002,Axis Mutual Fund,AXISEAF,
Computer Age Management Services Limited January 2026 Future,,,-17250.0,-129.8235,-0.0002,Axis Mutual Fund,AXISEAF,
APL Apollo Tubes Limited December 2025 Future,,,-7000.0,-132.118,-0.0002,Axis Mutual Fund,AXISEAF,
ICICI Lombard General Insurance Company Limited January 2026 Future,,,-7150.0,-140.0757,-0.0002,Axis Mutual Fund,AXISEAF,
Tata Elxsi Limited January 2026 Future,,,-2600.0,-140.14,-0.0002,Axis Mutual Fund,AXISEAF,
NHPC Limited December 2025 Future,,,-192000.0,-150.9888,-0.0002,Axis Mutual Fund,AXISEAF,
Inox Wind Limited January 2026 Future,,,-121550.0,-154.7575,-0.0002,Axis Mutual Fund,AXISEAF,
CG Power and Industrial Solutions Limited December 2025 Future,,,-24650.0,-162.1477,-0.0002,Axis Mutual Fund,AXISEAF,
Power Grid Corporation of India Limited January 2026 Future,,,-60800.0,-162.6096,-0.0002,Axis Mutual Fund,AXISEAF,
Central Depository Services (India) Limited December 2025 Future,,,-11400.0,-169.518,-0.0002,Axis Mutual Fund,AXISEAF,
Bharat Heavy Electricals Limited December 2025 Future,,,-60375.0,-170.2575,-0.0002,Axis Mutual Fund,AXISEAF,
Bajaj Finserv Limited December 2025 Future,,,-8750.0,-176.2338,-0.0002,Axis Mutual Fund,AXISEAF,
Britannia Industries Limited December 2025 Future,,,-3000.0,-181.095,-0.0002,Axis Mutual Fund,AXISEAF,
Muthoot Finance Limited January 2026 Future,,,-4950.0,-188.7732,-0.0002,Axis Mutual Fund,AXISEAF,
Mankind Pharma Limited December 2025 Future,,,-9450.0,-207.0873,-0.0003,Axis Mutual Fund,AXISEAF,
Samvardhana Motherson International Limited December 2025 Future,,,-178350.0,-212.4862,-0.0003,Axis Mutual Fund,AXISEAF,
The Phoenix Mills Limited December 2025 Future,,,-11550.0,-213.8829,-0.0003,Axis Mutual Fund,AXISEAF,
Indian Railway Finance Corporation Limited December 2025 Future,,,-161500.0,-216.0547,-0.0003,Axis Mutual Fund,AXISEAF,
Cipla Limited December 2025 Future,,,-14625.0,-220.1355,-0.0003,Axis Mutual Fund,AXISEAF,
Marico Limited December 2025 Future,,,-30000.0,-222.585,-0.0003,Axis Mutual Fund,AXISEAF,
Astral Limited December 2025 Future,,,-16150.0,-225.0664,-0.0003,Axis Mutual Fund,AXISEAF,
Prestige Estates Projects Limited January 2026 Future,,,-13950.0,-226.2272,-0.0003,Axis Mutual Fund,AXISEAF,
Biocon Limited January 2026 Future,,,-57500.0,-229.2238,-0.0003,Axis Mutual Fund,AXISEAF,
Info Edge (India) Limited January 2026 Future,,,-17250.0,-236.739,-0.0003,Axis Mutual Fund,AXISEAF,
Bajaj Auto Limited December 2025 Future,,,-2625.0,-238.1925,-0.0003,Axis Mutual Fund,AXISEAF,
Hitachi Energy India Limited December 2025 Future,,,-1300.0,-238.875,-0.0003,Axis Mutual Fund,AXISEAF,
Coforge Limited December 2025 Future,,,-14250.0,-238.944,-0.0003,Axis Mutual Fund,AXISEAF,
HDFC Life Insurance Company Limited January 2026 Future,,,-31900.0,-240.1911,-0.0003,Axis Mutual Fund,AXISEAF,
Bharat Heavy Electricals Limited January 2026 Future,,,-91875.0,-260.6494,-0.0003,Axis Mutual Fund,AXISEAF,
Lodha Developers Limited December 2025 Future,,,-24300.0,-261.1278,-0.0003,Axis Mutual Fund,AXISEAF,
Oil & Natural Gas Corporation Limited January 2026 Future,,,-112500.0,-265.905,-0.0003,Axis Mutual Fund,AXISEAF,
Laurus Labs Limited December 2025 Future,,,-27200.0,-295.528,-0.0004,Axis Mutual Fund,AXISEAF,
Havells India Limited December 2025 Future,,,-21000.0,-298.473,-0.0004,Axis Mutual Fund,AXISEAF,
BSE Limited January 2026 Future,,,-11250.0,-299.9025,-0.0004,Axis Mutual Fund,AXISEAF,
ICICI Prudential Life Insurance Company Limited December 2025 Future,,,-46250.0,-300.6713,-0.0004,Axis Mutual Fund,AXISEAF,
Dalmia Bharat Limited December 2025 Future,,,-13975.0,-301.6085,-0.0004,Axis Mutual Fund,AXISEAF,
Torrent Power Limited December 2025 Future,,,-23250.0,-302.622,-0.0004,Axis Mutual Fund,AXISEAF,
AU Small Finance Bank Limited December 2025 Future,,,-31000.0,-302.715,-0.0004,Axis Mutual Fund,AXISEAF,
KEI Industries Limited December 2025 Future,,,-7000.0,-306.432,-0.0004,Axis Mutual Fund,AXISEAF,
REC Limited January 2026 Future,,,-85400.0,-306.586,-0.0004,Axis Mutual Fund,AXISEAF,
Housing & Urban Development Corporation Limited December 2025 Future,,,-141525.0,-314.2563,-0.0004,Axis Mutual Fund,AXISEAF,
Siemens Limited December 2025 Future,,,-10750.0,-333.2823,-0.0004,Axis Mutual Fund,AXISEAF,
Cipla Limited January 2026 Future,,,-22125.0,-334.9504,-0.0004,Axis Mutual Fund,AXISEAF,
Cyient Limited December 2025 Future,,,-30175.0,-337.6583,-0.0004,Axis Mutual Fund,AXISEAF,
Steel Authority of India Limited January 2026 Future,,,-258500.0,-344.4254,-0.0004,Axis Mutual Fund,AXISEAF,
Adani Green Energy Limited December 2025 Future,,,-34800.0,-354.8208,-0.0004,Axis Mutual Fund,AXISEAF,
The Indian Hotels Company Limited January 2026 Future,,,-53000.0,-394.691,-0.0005,Axis Mutual Fund,AXISEAF,
ITC Limited December 2025 Future,,,-99200.0,-401.264,-0.0005,Axis Mutual Fund,AXISEAF,
Wipro Limited December 2025 Future,,,-153000.0,-408.2958,-0.0005,Axis Mutual Fund,AXISEAF,
Zydus Lifesciences Limited December 2025 Future,,,-45000.0,-410.1075,-0.0005,Axis Mutual Fund,AXISEAF,
Larsen & Toubro Limited December 2025 Future,,,-10500.0,-424.914,-0.0005,Axis Mutual Fund,AXISEAF,
Tata Power Company Limited January 2026 Future,,,-111650.0,-426.838,-0.0005,Axis Mutual Fund,AXISEAF,
Adani Ports and Special Economic Zone Limited December 2025 Future,,,-29925.0,-445.4935,-0.0005,Axis Mutual Fund,AXISEAF,
Canara Bank January 2026 Future,,,-310500.0,-466.961,-0.0006,Axis Mutual Fund,AXISEAF,
PB Fintech Limited December 2025 Future,,,-24850.0,-475.3805,-0.0006,Axis Mutual Fund,AXISEAF,
Suzlon Energy Limited December 2025 Future,,,-896000.0,-477.3888,-0.0006,Axis Mutual Fund,AXISEAF,
Tata Motors Passenger Vehicles Limited January 2026 Future,,,-132800.0,-478.6776,-0.0006,Axis Mutual Fund,AXISEAF,
Eicher Motors Limited January 2026 Future,,,-6600.0,-486.552,-0.0006,Axis Mutual Fund,AXISEAF,
One 97 Communications Limited January 2026 Future,,,-36975.0,-490.0297,-0.0006,Axis Mutual Fund,AXISEAF,
HDFC Asset Management Company Limited January 2026 Future,,,-18600.0,-495.1692,-0.0006,Axis Mutual Fund,AXISEAF,
The Phoenix Mills Limited January 2026 Future,,,-26950.0,-502.3211,-0.0006,Axis Mutual Fund,AXISEAF,
Tube Investments of India Limited January 2026 Future,,,-19200.0,-503.0976,-0.0006,Axis Mutual Fund,AXISEAF,
National Aluminium Company Limited January 2026 Future,,,-165000.0,-508.9425,-0.0006,Axis Mutual Fund,AXISEAF,
