Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
Oracle Financial Services Software Limited,INE881D01027,,8025.0,641.1975,0.0008,Axis Mutual Fund,AXISEAF,IT - Software,2020-12-12
The Federal Bank Limited,INE171A01029,,245000.0,640.3075,0.0008,Axis Mutual Fund,AXISEAF,Banks,2020-12-12
Bharat Petroleum Corporation Limited,INE029A01011,,163925.0,598.4082,0.0007,Axis Mutual Fund,AXISEAF,Petroleum Products,2020-12-12
Bharat Forge Limited,INE465A01025,,40500.0,577.773,0.0007,Axis Mutual Fund,AXISEAF,Auto Components,2020-12-12
Eicher Motors Limited,INE066A01021,,7875.0,569.2838,0.0007,Axis Mutual Fund,AXISEAF,Automobiles,2020-12-12
Cipla Limited,INE059A01026,,36750.0,557.6445,0.0007,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology,2020-12-12
Delhivery Limited,INE148O01028,,134875.0,556.0896,0.0007,Axis Mutual Fund,AXISEAF,Transport Services,2020-12-12
Supreme Industries Limited,INE195A01028,,17150.0,552.4187,0.0007,Axis Mutual Fund,AXISEAF,Industrial Products,2020-12-12
Shree Cement Limited,INE070A01015,,2050.0,538.8425,0.0007,Axis Mutual Fund,AXISEAF,Cement & Cement Products,2020-12-12
Tube Investments of India Limited,INE974X01010,,19200.0,509.8752,0.0006,Axis Mutual Fund,AXISEAF,Auto Components,2020-12-12
Suzlon Energy Limited,INE040H01021,,896000.0,475.0592,0.0006,Axis Mutual Fund,AXISEAF,Electrical Equipment,2020-12-12
Lupin Limited,INE326A01037,,22100.0,467.1719,0.0006,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology,2020-12-12
Zydus Lifesciences Limited,INE010B01027,,45000.0,418.1175,0.0005,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology,2020-12-12
Housing & Urban Development Corporation Limited,INE031A01017,,194250.0,415.0928,0.0005,Axis Mutual Fund,AXISEAF,Finance,2020-12-12
Wipro Limited,INE075A01022,,153000.0,398.718,0.0005,Axis Mutual Fund,AXISEAF,IT - Software,2020-12-12
Dalmia Bharat Limited,INE00R701025,,19175.0,397.3444,0.0005,Axis Mutual Fund,AXISEAF,Cement & Cement Products,2020-12-12
Cyient Limited,INE136B01020,,30175.0,352.3535,0.0004,Axis Mutual Fund,AXISEAF,IT - Services,2020-12-12
HDFC Life Insurance Company Limited,INE795G01014,,44000.0,342.1,0.0004,Axis Mutual Fund,AXISEAF,Insurance,2020-12-12
Steel Authority of India Limited,INE114A01011,,258500.0,340.9615,0.0004,Axis Mutual Fund,AXISEAF,Ferrous Metals,2020-12-12
Siemens Limited,INE003A01024,,10750.0,338.0445,0.0004,Axis Mutual Fund,AXISEAF,Electrical Equipment,2020-12-12
Asian Paints Limited,INE021A01026,,11750.0,324.864,0.0004,Axis Mutual Fund,AXISEAF,Consumer Durables,2020-12-12
Mankind Pharma Limited,INE634S01028,,13950.0,303.9426,0.0004,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology,2020-12-12
Torrent Power Limited,INE813H01021,,23250.0,300.111,0.0004,Axis Mutual Fund,AXISEAF,Power,2020-12-12
Havells India Limited,INE176B01034,,21000.0,296.016,0.0004,Axis Mutual Fund,AXISEAF,Consumer Durables,2020-12-12
Cummins India Limited,INE298A01020,,5800.0,266.8116,0.0003,Axis Mutual Fund,AXISEAF,Industrial Products,2020-12-12
Coforge Limited,INE591G01025,,14250.0,263.7675,0.0003,Axis Mutual Fund,AXISEAF,IT - Software,2020-12-12
Hitachi Energy India Limited,INE07Y701011,,1300.0,253.955,0.0003,Axis Mutual Fund,AXISEAF,Electrical Equipment,2020-12-12
Info Edge (India) Limited,INE663F01032,,16875.0,232.4869,0.0003,Axis Mutual Fund,AXISEAF,Retailing,2020-12-12
Muthoot Finance Limited,INE414G01012,,4950.0,189.9612,0.0002,Axis Mutual Fund,AXISEAF,Finance,2020-12-12
Indian Railway Finance Corporation Limited,INE053F01010,,161500.0,183.8193,0.0002,Axis Mutual Fund,AXISEAF,Finance,2020-12-12
Central Depository Services (India) Limited,INE736A01011,,11400.0,174.021,0.0002,Axis Mutual Fund,AXISEAF,Capital Markets,2020-12-12
Bharat Heavy Electricals Limited,INE257A01026,,60375.0,172.1593,0.0002,Axis Mutual Fund,AXISEAF,Electrical Equipment,2020-12-12
CG Power and Industrial Solutions Limited,INE067A01029,,24650.0,164.1444,0.0002,Axis Mutual Fund,AXISEAF,Electrical Equipment,2020-12-12
NHPC Limited,INE848E01016,,192000.0,148.0896,0.0002,Axis Mutual Fund,AXISEAF,Power,2020-12-12
Nuvama Wealth Management Limited,INE531F01015,,1950.0,143.364,0.0002,Axis Mutual Fund,AXISEAF,Capital Markets,2020-12-12
ICICI Lombard General Insurance Company Limited,INE765G01017,,7150.0,138.5599,0.0002,Axis Mutual Fund,AXISEAF,Insurance,2020-12-12
Tata Elxsi Limited,INE670A01012,,2600.0,130.793,0.0002,Axis Mutual Fund,AXISEAF,IT - Software,2020-12-12
Torrent Pharmaceuticals Limited,INE685A01028,,3250.0,123.2238,0.0002,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology,2020-12-12
HCL Technologies Limited,INE860A01027,,7350.0,122.9802,0.0002,Axis Mutual Fund,AXISEAF,IT - Software,2020-12-12
Dr. Reddy's Laboratories Limited,INE089A01031,,9375.0,119.9344,0.0002,Axis Mutual Fund,AXISEAF,Pharmaceuticals & Biotechnology,2020-12-12
NCC Limited,INE868B01028,,72900.0,117.1211,0.0001,Axis Mutual Fund,AXISEAF,Construction,2020-12-12
LTIMindtree Limited,INE214T01019,,1800.0,113.121,0.0001,Axis Mutual Fund,AXISEAF,IT - Software,2020-12-12
Manappuram Finance Limited,INE522D01027,,39000.0,112.164,0.0001,Axis Mutual Fund,AXISEAF,Finance,2020-12-12
Computer Age Management Services Limited,INE596I01020,,14250.0,107.616,0.0001,Axis Mutual Fund,AXISEAF,Capital Markets,2020-12-12
Hindustan Unilever Limited,INE030A01027,,4500.0,101.727,0.0001,Axis Mutual Fund,AXISEAF,Diversified FMCG,2020-12-12
PG Electroplast Limited,INE457L01029,,17500.0,99.2425,0.0001,Axis Mutual Fund,AXISEAF,Consumer Durables,2020-12-12
Dabur India Limited,INE016A01026,,17500.0,86.625,0.0001,Axis Mutual Fund,AXISEAF,Personal Products,2020-12-12
Astral Limited,INE006I01046,,5950.0,84.2758,0.0001,Axis Mutual Fund,AXISEAF,Industrial Products,2020-12-12
GAIL (India) Limited,INE129A01019,,47250.0,80.6605,0.0001,Axis Mutual Fund,AXISEAF,Gas,2020-12-12
Tata Motors Passenger Vehicles Limited,INE155A01022,,18400.0,63.9308,0.0001,Axis Mutual Fund,AXISEAF,Automobiles,2020-12-12
Jindal Steel Limited,INE749A01030,,5625.0,57.9094,0.0001,Axis Mutual Fund,AXISEAF,Ferrous Metals,2020-12-12
Avenue Supermarts Limited,INE192R01011,,1200.0,46.116,0.0001,Axis Mutual Fund,AXISEAF,Retailing,2020-12-12
SBI Cards and Payment Services Limited,INE018E01016,,4800.0,41.9808,0.0001,Axis Mutual Fund,AXISEAF,Finance,2020-12-12
Coal India Limited,INE522F01014,,10800.0,41.4018,0.0001,Axis Mutual Fund,AXISEAF,Consumable Fuels,2020-12-12
Jubilant Foodworks Limited,INE797F01020,,6250.0,36.4719,0.0,Axis Mutual Fund,AXISEAF,Leisure Services,2020-12-12
Adani Enterprises Limited,INE423A01024,,1236.0,28.2105,0.0,Axis Mutual Fund,AXISEAF,Metals & Minerals Trading,2020-12-12
Tata Technologies Limited,INE142M01025,,4000.0,26.4,0.0,Axis Mutual Fund,AXISEAF,IT - Services,2020-12-12
360 One WAM Limited,INE466L01038,,1500.0,17.133,0.0,Axis Mutual Fund,AXISEAF,Capital Markets,2020-12-12
SBI Life Insurance Company Limited,INE123W01016,,750.0,15.1943,0.0,Axis Mutual Fund,AXISEAF,Insurance,2020-12-12
Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,,875.0,5.8997,0.0,Axis Mutual Fund,AXISEAF,Leisure Services,2020-12-12
Oil India Limited,INE274J01014,,1400.0,5.6609,0.0,Axis Mutual Fund,AXISEAF,Oil,2020-12-12
Colgate Palmolive (India) Limited,INE259A01022,,225.0,4.8629,0.0,Axis Mutual Fund,AXISEAF,Personal Products,2020-12-12
Sub Total,,,,622020.4015,0.7789,Axis Mutual Fund,AXISEAF,,2020-12-12
(b) Unlisted,,,,,,Axis Mutual Fund,AXISEAF,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISEAF,,2020-12-12
Total,,,,622020.4015,0.7789,Axis Mutual Fund,AXISEAF,,2020-12-12
JSW Energy Limited January 2026 Future,,,-1000.0,-4.867,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Colgate Palmolive (India) Limited December 2025 Future,,,-225.0,-4.8708,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Oil India Limited December 2025 Future,,,-1400.0,-5.6784,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Indian Railway Catering And Tourism Corporation Limited January 2026 Future,,,-875.0,-5.9531,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Larsen & Toubro Limited January 2026 Future,,,-175.0,-7.1974,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Tube Investments of India Limited January 2026 Future,,,-400.0,-10.698,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Exide Industries Limited January 2026 Future,,,-3600.0,-13.5972,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
SBI Life Insurance Company Limited January 2026 Future,,,-750.0,-15.3458,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Mphasis Limited January 2026 Future,,,-550.0,-16.1348,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Varun Beverages Limited January 2026 Future,,,-3375.0,-16.3738,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
360 One WAM Limited December 2025 Future,,,-1500.0,-17.2185,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Godrej Properties Limited January 2026 Future,,,-825.0,-17.3077,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Apollo Hospitals Enterprise Limited January 2026 Future,,,-250.0,-17.92,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Sona BLW Precision Forgings Limited January 2026 Future,,,-3675.0,-18.296,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
TVS Motor Company Limited January 2026 Future,,,-525.0,-19.3053,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Tata Technologies Limited December 2025 Future,,,-4000.0,-26.524,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Bosch Limited January 2026 Future,,,-75.0,-27.78,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Shriram Finance Limited January 2026 Future,,,-3300.0,-28.2992,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Adani Enterprises Limited December 2025 Future,,,-1236.0,-28.344,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Eternal Limited January 2026 Future,,,-9700.0,-29.1388,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Divi's Laboratories Limited January 2026 Future,,,-500.0,-32.37,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Fortis Healthcare Limited January 2026 Future,,,-3875.0,-34.0613,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Ambuja Cements Limited January 2026 Future,,,-6300.0,-34.8233,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Inox Wind Limited January 2026 Future,,,-28600.0,-35.996,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Power Finance Corporation Limited January 2026 Future,,,-10400.0,-36.1712,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Jubilant Foodworks Limited December 2025 Future,,,-6250.0,-36.4906,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
GMR Airports Limited January 2026 Future,,,-34875.0,-36.7129,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Polycab India Limited January 2026 Future,,,-500.0,-36.74,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
PNB Housing Finance Limited January 2026 Future,,,-3900.0,-37.0461,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
The Indian Hotels Company Limited January 2026 Future,,,-5000.0,-37.12,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Pidilite Industries Limited January 2026 Future,,,-2500.0,-37.31,0.0,Axis Mutual Fund,AXISEAF,,2020-12-12
Hindustan Unilever Limited January 2026 Future,,,-1800.0,-41.0634,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Coal India Limited December 2025 Future,,,-10800.0,-41.472,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
SBI Cards and Payment Services Limited December 2025 Future,,,-4800.0,-42.0528,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Dabur India Limited December 2025 Future,,,-8750.0,-43.4656,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Dabur India Limited January 2026 Future,,,-8750.0,-43.715,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Avenue Supermarts Limited December 2025 Future,,,-1200.0,-46.3368,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Eicher Motors Limited January 2026 Future,,,-700.0,-51.135,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Power Grid Corporation of India Limited January 2026 Future,,,-20900.0,-55.6358,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
ICICI Lombard General Insurance Company Limited December 2025 Future,,,-2925.0,-56.9381,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Jindal Steel Limited December 2025 Future,,,-5625.0,-58.1738,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
LIC Housing Finance Limited January 2026 Future,,,-11000.0,-59.1745,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Hindustan Unilever Limited December 2025 Future,,,-2700.0,-61.1604,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Nestle India Limited January 2026 Future,,,-5000.0,-62.405,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Tata Motors Passenger Vehicles Limited December 2025 Future,,,-18400.0,-64.2252,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Lodha Developers Limited January 2026 Future,,,-5850.0,-64.4904,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Tata Power Company Limited January 2026 Future,,,-18850.0,-72.7516,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
GAIL (India) Limited December 2025 Future,,,-47250.0,-81.0385,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
ICICI Lombard General Insurance Company Limited January 2026 Future,,,-4225.0,-82.7424,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Astral Limited December 2025 Future,,,-5950.0,-84.5555,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Bharat Electronics Limited January 2026 Future,,,-22800.0,-89.6154,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Solar Industries India Limited January 2026 Future,,,-750.0,-93.1425,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Bank of India January 2026 Future,,,-67600.0,-96.4111,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Hindustan Aeronautics Limited January 2026 Future,,,-2250.0,-97.5308,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
PG Electroplast Limited December 2025 Future,,,-17500.0,-99.295,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Titan Company Limited January 2026 Future,,,-2625.0,-102.7268,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
UltraTech Cement Limited January 2026 Future,,,-900.0,-106.524,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Computer Age Management Services Limited December 2025 Future,,,-14250.0,-108.129,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Info Edge (India) Limited December 2025 Future,,,-7875.0,-108.9506,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Manappuram Finance Limited December 2025 Future,,,-39000.0,-112.6905,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
LTIMindtree Limited December 2025 Future,,,-1800.0,-113.688,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
NCC Limited December 2025 Future,,,-72900.0,-117.7627,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-12
Dr. Reddy's Laboratories Limited December 2025 Future,,,-9375.0,-120.1313,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Dixon Technologies (India) Limited January 2026 Future,,,-900.0,-121.419,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
HCL Technologies Limited December 2025 Future,,,-7350.0,-123.1125,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Torrent Pharmaceuticals Limited December 2025 Future,,,-3250.0,-123.5618,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Info Edge (India) Limited January 2026 Future,,,-9000.0,-125.217,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Tata Elxsi Limited December 2025 Future,,,-2600.0,-131.417,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Tech Mahindra Limited January 2026 Future,,,-8400.0,-133.7616,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Indus Towers Limited January 2026 Future,,,-34000.0,-142.341,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Nuvama Wealth Management Limited December 2025 Future,,,-1950.0,-144.0855,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
NHPC Limited December 2025 Future,,,-192000.0,-148.8,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Container Corporation of India Limited January 2026 Future,,,-30000.0,-153.06,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
HDFC Life Insurance Company Limited January 2026 Future,,,-19800.0,-155.4696,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Sun Pharmaceutical Industries Limited January 2026 Future,,,-8750.0,-158.5413,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
CG Power and Industrial Solutions Limited December 2025 Future,,,-24650.0,-164.9578,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Bharat Heavy Electricals Limited December 2025 Future,,,-60375.0,-173.0046,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Central Depository Services (India) Limited December 2025 Future,,,-11400.0,-174.8418,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Indian Railway Finance Corporation Limited December 2025 Future,,,-161500.0,-184.6591,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
HDFC Life Insurance Company Limited December 2025 Future,,,-24200.0,-188.76,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Muthoot Finance Limited December 2025 Future,,,-4950.0,-190.6938,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-12
Aurobindo Pharma Limited January 2026 Future,,,-19250.0,-232.232,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
HDFC Asset Management Company Limited January 2026 Future,,,-9300.0,-251.3976,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
Hitachi Energy India Limited December 2025 Future,,,-1300.0,-254.865,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
Tata Steel Limited January 2026 Future,,,-148500.0,-257.2763,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
DLF Limited January 2026 Future,,,-37125.0,-262.2696,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
Coforge Limited December 2025 Future,,,-14250.0,-265.0643,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
Cummins India Limited December 2025 Future,,,-5800.0,-267.4786,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
NBCC (India) Limited January 2026 Future,,,-247000.0,-273.4043,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
Laurus Labs Limited January 2026 Future,,,-27200.0,-278.392,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-12
Havells India Limited December 2025 Future,,,-21000.0,-297.444,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-12
Torrent Power Limited December 2025 Future,,,-23250.0,-301.599,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-12
Mankind Pharma Limited December 2025 Future,,,-13950.0,-305.4492,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-12
Asian Paints Limited December 2025 Future,,,-11750.0,-325.2518,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-12
Siemens Limited December 2025 Future,,,-10750.0,-338.539,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-12
Steel Authority of India Limited December 2025 Future,,,-258500.0,-342.4091,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-12
Cyient Limited December 2025 Future,,,-30175.0,-353.0475,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-12
Canara Bank January 2026 Future,,,-249750.0,-368.5311,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-12
Bharti Airtel Limited January 2026 Future,,,-17575.0,-369.0399,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-12
Dalmia Bharat Limited December 2025 Future,,,-19175.0,-398.1881,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-12
Wipro Limited December 2025 Future,,,-153000.0,-399.5748,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-12
Housing & Urban Development Corporation Limited December 2025 Future,,,-194250.0,-416.6663,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-12
Zydus Lifesciences Limited December 2025 Future,,,-45000.0,-419.355,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-12
IndusInd Bank Limited January 2026 Future,,,-51800.0,-442.9936,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-12
RBL Bank Limited January 2026 Future,,,-142875.0,-444.1984,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-12
Lupin Limited December 2025 Future,,,-22100.0,-468.078,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-12
Suzlon Energy Limited December 2025 Future,,,-896000.0,-477.4784,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-12
Tube Investments of India Limited December 2025 Future,,,-18800.0,-500.3996,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-12
Bank of Baroda January 2026 Future,,,-178425.0,-512.9719,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-12
Sun Pharmaceutical Industries Limited December 2025 Future,,,-28700.0,-516.9731,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-12
Eicher Motors Limited December 2025 Future,,,-7175.0,-520.7974,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-12
Shree Cement Limited December 2025 Future,,,-2050.0,-541.3025,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-12
Supreme Industries Limited December 2025 Future,,,-17150.0,-553.8936,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-12
Delhivery Limited December 2025 Future,,,-134875.0,-558.6523,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-12
Cipla Limited December 2025 Future,,,-36750.0,-558.8205,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-12
ITC Limited January 2026 Future,,,-139200.0,-562.9248,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-12
Bharat Forge Limited December 2025 Future,,,-40500.0,-580.77,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-12
Bharat Petroleum Corporation Limited December 2025 Future,,,-163925.0,-599.9655,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-12
Power Finance Corporation Limited December 2025 Future,,,-183300.0,-634.0347,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-12
The Federal Bank Limited December 2025 Future,,,-245000.0,-643.2475,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-12
Oracle Financial Services Software Limited December 2025 Future,,,-8025.0,-643.8056,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-12
The Phoenix Mills Limited December 2025 Future,,,-38500.0,-684.5685,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-12
Bank of India December 2025 Future,,,-488800.0,-692.9718,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-12
Punjab National Bank January 2026 Future,,,-584000.0,-695.0768,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-12
FSN E-Commerce Ventures Limited December 2025 Future,,,-281250.0,-707.4844,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-12
Multi Commodity Exchange of India Limited January 2026 Future,,,-7125.0,-731.8088,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-12
NTPC Limited December 2025 Future,,,-225000.0,-732.9375,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-12
IDFC First Bank Limited January 2026 Future,,,-927500.0,-770.1033,-0.001,Axis Mutual Fund,AXISEAF,,2020-12-12
