Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
The Indian Hotels Company Limited January 2026 Future,,,-1000.0,-7.393,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Steel Limited January 2026 Future,,,-5500.0,-9.2983,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Exide Industries Limited January 2026 Future,,,-3600.0,-13.8024,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Kotak Mahindra Bank Limited January 2026 Future,,,-800.0,-17.3968,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
TVS Motor Company Limited January 2026 Future,,,-525.0,-19.4019,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Technologies Limited December 2025 Future,,,-4000.0,-26.752,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Adani Enterprises Limited December 2025 Future,,,-1236.0,-28.0918,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
LTIMindtree Limited December 2025 Future,,,-450.0,-28.4603,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Eternal Limited January 2026 Future,,,-9700.0,-28.6684,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Divi's Laboratories Limited January 2026 Future,,,-500.0,-32.685,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
PNB Housing Finance Limited January 2026 Future,,,-3900.0,-35.6499,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
GMR Airports Limited January 2026 Future,,,-34875.0,-36.5106,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Jubilant Foodworks Limited December 2025 Future,,,-6250.0,-37.1906,0.0,Axis Mutual Fund,AXISEAF,,2020-12-05
Coal India Limited December 2025 Future,,,-10800.0,-41.148,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Astral Limited December 2025 Future,,,-2975.0,-43.6135,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Dabur India Limited December 2025 Future,,,-8750.0,-44.7563,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Jindal Steel Limited December 2025 Future,,,-5625.0,-56.9588,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
ICICI Lombard General Insurance Company Limited December 2025 Future,,,-2925.0,-58.0876,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Hitachi Energy India Limited December 2025 Future,,,-300.0,-58.275,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
LIC Housing Finance Limited January 2026 Future,,,-11000.0,-60.3955,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Nestle India Limited January 2026 Future,,,-5000.0,-62.995,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Motors Passenger Vehicles Limited December 2025 Future,,,-18400.0,-65.4396,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
DLF Limited January 2026 Future,,,-9075.0,-65.9798,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
NBCC (India) Limited January 2026 Future,,,-58500.0,-66.4092,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Power Company Limited January 2026 Future,,,-18850.0,-73.3171,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
SBI Cards and Payment Services Limited December 2025 Future,,,-9600.0,-85.4976,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Tech Mahindra Limited January 2026 Future,,,-6000.0,-95.082,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Avenue Supermarts Limited December 2025 Future,,,-2400.0,-95.0832,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Elxsi Limited December 2025 Future,,,-2000.0,-104.95,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
UltraTech Cement Limited January 2026 Future,,,-900.0,-105.588,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
PG Electroplast Limited December 2025 Future,,,-19600.0,-108.976,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Info Edge (India) Limited December 2025 Future,,,-7875.0,-109.5885,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Manappuram Finance Limited December 2025 Future,,,-39000.0,-109.629,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
Computer Age Management Services Limited December 2025 Future,,,-14250.0,-110.751,-0.0001,Axis Mutual Fund,AXISEAF,,2020-12-05
NCC Limited December 2025 Future,,,-72900.0,-123.1062,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
Torrent Pharmaceuticals Limited December 2025 Future,,,-3250.0,-123.5,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
HCL Technologies Limited December 2025 Future,,,-7350.0,-124.068,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
Nuvama Wealth Management Limited December 2025 Future,,,-1950.0,-140.2928,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
NHPC Limited December 2025 Future,,,-192000.0,-148.7424,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
CG Power and Industrial Solutions Limited December 2025 Future,,,-24650.0,-163.713,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
Bharat Heavy Electricals Limited December 2025 Future,,,-60375.0,-168.6576,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
Muthoot Finance Limited December 2025 Future,,,-4675.0,-178.0287,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
Indian Railway Finance Corporation Limited December 2025 Future,,,-161500.0,-186.1611,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
HDFC Life Insurance Company Limited December 2025 Future,,,-24200.0,-186.8361,-0.0002,Axis Mutual Fund,AXISEAF,,2020-12-05
The Federal Bank Limited December 2025 Future,,,-90000.0,-234.315,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-05
Laurus Labs Limited January 2026 Future,,,-24650.0,-255.448,-0.0003,Axis Mutual Fund,AXISEAF,,2020-12-05
Coforge Limited December 2025 Future,,,-14250.0,-282.6345,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Mahindra & Mahindra Limited January 2026 Future,,,-7600.0,-285.494,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Havells India Limited December 2025 Future,,,-20500.0,-295.651,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Torrent Power Limited December 2025 Future,,,-23250.0,-300.7155,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Mankind Pharma Limited December 2025 Future,,,-13950.0,-309.0344,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Bharat Forge Limited December 2025 Future,,,-22000.0,-310.706,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Shree Cement Limited December 2025 Future,,,-1200.0,-314.22,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Steel Authority of India Limited December 2025 Future,,,-258500.0,-344.4254,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Central Depository Services (India) Limited December 2025 Future,,,-22325.0,-348.27,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Cyient Limited December 2025 Future,,,-30175.0,-354.6166,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Siemens Limited December 2025 Future,,,-10750.0,-358.577,-0.0004,Axis Mutual Fund,AXISEAF,,2020-12-05
Canara Bank January 2026 Future,,,-249750.0,-374.7499,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-05
Zydus Lifesciences Limited December 2025 Future,,,-40500.0,-379.4445,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-05
Dalmia Bharat Limited December 2025 Future,,,-19175.0,-383.9219,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-05
Housing & Urban Development Corporation Limited December 2025 Future,,,-194250.0,-438.9079,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-05
Suzlon Energy Limited December 2025 Future,,,-848000.0,-441.0448,-0.0005,Axis Mutual Fund,AXISEAF,,2020-12-05
IndusInd Bank Limited January 2026 Future,,,-51100.0,-449.7311,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-05
Sun Pharmaceutical Industries Limited December 2025 Future,,,-25550.0,-463.5537,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-05
Lupin Limited December 2025 Future,,,-22950.0,-483.327,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-05
Tube Investments of India Limited December 2025 Future,,,-18800.0,-504.404,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-05
Cummins India Limited December 2025 Future,,,-11400.0,-512.487,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-05
Eicher Motors Limited December 2025 Future,,,-7175.0,-518.5014,-0.0006,Axis Mutual Fund,AXISEAF,,2020-12-05
Bank of Baroda January 2026 Future,,,-178425.0,-526.889,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-05
Delhivery Limited December 2025 Future,,,-134875.0,-549.0761,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-05
Cipla Limited December 2025 Future,,,-36750.0,-562.2015,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-05
ITC Limited January 2026 Future,,,-139200.0,-568.7712,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-05
Supreme Industries Limited December 2025 Future,,,-17150.0,-579.6186,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-05
Bharat Petroleum Corporation Limited December 2025 Future,,,-163925.0,-593.9822,-0.0007,Axis Mutual Fund,AXISEAF,,2020-12-05
Power Finance Corporation Limited December 2025 Future,,,-183300.0,-649.8902,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-05
FSN E-Commerce Ventures Limited December 2025 Future,,,-256250.0,-656.6406,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-05
Jio Financial Services Limited January 2026 Future,,,-213850.0,-656.9472,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-05
Oracle Financial Services Software Limited December 2025 Future,,,-8025.0,-662.7045,-0.0008,Axis Mutual Fund,AXISEAF,,2020-12-05
The Phoenix Mills Limited December 2025 Future,,,-39550.0,-685.0851,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
Trent Limited January 2026 Future,,,-16500.0,-698.412,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
Asian Paints Limited December 2025 Future,,,-23500.0,-699.548,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
Bank of India December 2025 Future,,,-488800.0,-702.8455,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
Punjab National Bank January 2026 Future,,,-584000.0,-717.9112,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
NTPC Limited December 2025 Future,,,-225000.0,-731.25,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
IDFC First Bank Limited January 2026 Future,,,-927500.0,-758.4168,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
Max Financial Services Limited December 2025 Future,,,-44800.0,-761.7344,-0.0009,Axis Mutual Fund,AXISEAF,,2020-12-05
Indian Bank December 2025 Future,,,-99000.0,-805.068,-0.001,Axis Mutual Fund,AXISEAF,,2020-12-05
HFCL Limited December 2025 Future,,,-1180350.0,-819.7531,-0.001,Axis Mutual Fund,AXISEAF,,2020-12-05
National Aluminium Company Limited December 2025 Future,,,-303750.0,-834.2494,-0.001,Axis Mutual Fund,AXISEAF,,2020-12-05
Fortis Healthcare Limited December 2025 Future,,,-97650.0,-870.5009,-0.0011,Axis Mutual Fund,AXISEAF,,2020-12-05
HDFC Asset Management Company Limited December 2025 Future,,,-35400.0,-918.1344,-0.0011,Axis Mutual Fund,AXISEAF,,2020-12-05
Inox Wind Limited December 2025 Future,,,-742744.0,-972.6975,-0.0012,Axis Mutual Fund,AXISEAF,,2020-12-05
Union Bank of India December 2025 Future,,,-641625.0,-987.8459,-0.0012,Axis Mutual Fund,AXISEAF,,2020-12-05
InterGlobe Aviation Limited December 2025 Future,,,-18750.0,-1012.0313,-0.0013,Axis Mutual Fund,AXISEAF,,2020-12-05
Syngene International Limited December 2025 Future,,,-160000.0,-1026.8,-0.0013,Axis Mutual Fund,AXISEAF,,2020-12-05
Godrej Consumer Products Limited December 2025 Future,,,-99500.0,-1136.1905,-0.0014,Axis Mutual Fund,AXISEAF,,2020-12-05
Biocon Limited December 2025 Future,,,-295000.0,-1165.6925,-0.0014,Axis Mutual Fund,AXISEAF,,2020-12-05
The Indian Hotels Company Limited December 2025 Future,,,-161000.0,-1182.706,-0.0015,Axis Mutual Fund,AXISEAF,,2020-12-05
Power Grid Corporation of India Limited December 2025 Future,,,-438900.0,-1188.1023,-0.0015,Axis Mutual Fund,AXISEAF,,2020-12-05
Persistent Systems Limited December 2025 Future,,,-18600.0,-1217.556,-0.0015,Axis Mutual Fund,AXISEAF,,2020-12-05
Mazagon Dock Shipbuilders Limited December 2025 Future,,,-46550.0,-1221.8444,-0.0015,Axis Mutual Fund,AXISEAF,,2020-12-05
Hindustan Aeronautics Limited December 2025 Future,,,-27600.0,-1233.1128,-0.0015,Axis Mutual Fund,AXISEAF,,2020-12-05
One 97 Communications Limited December 2025 Future,,,-92075.0,-1243.2887,-0.0015,Axis Mutual Fund,AXISEAF,,2020-12-05
Hindustan Petroleum Corporation Limited December 2025 Future,,,-289575.0,-1307.7207,-0.0016,Axis Mutual Fund,AXISEAF,,2020-12-05
Laurus Labs Limited December 2025 Future,,,-132600.0,-1366.0452,-0.0017,Axis Mutual Fund,AXISEAF,,2020-12-05
Reliance Industries Limited January 2026 Future,,,-89500.0,-1393.7835,-0.0017,Axis Mutual Fund,AXISEAF,,2020-12-05
PB Fintech Limited December 2025 Future,,,-73500.0,-1398.411,-0.0017,Axis Mutual Fund,AXISEAF,,2020-12-05
AU Small Finance Bank Limited December 2025 Future,,,-146000.0,-1406.637,-0.0017,Axis Mutual Fund,AXISEAF,,2020-12-05
Prestige Estates Projects Limited December 2025 Future,,,-85500.0,-1451.1915,-0.0018,Axis Mutual Fund,AXISEAF,,2020-12-05
Indian Energy Exchange Limited December 2025 Future,,,-1035000.0,-1510.479,-0.0019,Axis Mutual Fund,AXISEAF,,2020-12-05
Life Insurance Corporation Of India December 2025 Future,,,-174300.0,-1525.5608,-0.0019,Axis Mutual Fund,AXISEAF,,2020-12-05
ICICI Prudential Life Insurance Company Limited December 2025 Future,,,-244200.0,-1535.2854,-0.0019,Axis Mutual Fund,AXISEAF,,2020-12-05
Bajaj Finserv Limited December 2025 Future,,,-74000.0,-1560.142,-0.0019,Axis Mutual Fund,AXISEAF,,2020-12-05
Petronet LNG Limited December 2025 Future,,,-567000.0,-1564.353,-0.0019,Axis Mutual Fund,AXISEAF,,2020-12-05
Patanjali Foods Limited December 2025 Future,,,-286200.0,-1581.255,-0.002,Axis Mutual Fund,AXISEAF,,2020-12-05
Sammaan Capital Limited December 2025 Future,,,-1100800.0,-1637.2198,-0.002,Axis Mutual Fund,AXISEAF,,2020-12-05
Polycab India Limited December 2025 Future,,,-23375.0,-1706.2581,-0.0021,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Consumer Products Limited December 2025 Future,,,-147950.0,-1728.204,-0.0021,Axis Mutual Fund,AXISEAF,,2020-12-05
Mphasis Limited December 2025 Future,,,-59400.0,-1759.428,-0.0022,Axis Mutual Fund,AXISEAF,,2020-12-05
HDFC Bank Limited January 2026 Future,,,-176000.0,-1784.992,-0.0022,Axis Mutual Fund,AXISEAF,,2020-12-05
Canara Bank December 2025 Future,,,-1248750.0,-1861.7614,-0.0023,Axis Mutual Fund,AXISEAF,,2020-12-05
Exide Industries Limited December 2025 Future,,,-527400.0,-2011.7673,-0.0025,Axis Mutual Fund,AXISEAF,,2020-12-05
Solar Industries India Limited December 2025 Future,,,-15675.0,-2018.4698,-0.0025,Axis Mutual Fund,AXISEAF,,2020-12-05
Nestle India Limited December 2025 Future,,,-162500.0,-2037.2625,-0.0025,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Consultancy Services Limited January 2026 Future,,,-63700.0,-2077.5118,-0.0026,Axis Mutual Fund,AXISEAF,,2020-12-05
Alkem Laboratories Limited December 2025 Future,,,-37875.0,-2162.0944,-0.0027,Axis Mutual Fund,AXISEAF,,2020-12-05
BSE Limited December 2025 Future,,,-78375.0,-2219.6584,-0.0028,Axis Mutual Fund,AXISEAF,,2020-12-05
SRF Limited December 2025 Future,,,-77200.0,-2234.3224,-0.0028,Axis Mutual Fund,AXISEAF,,2020-12-05
Yes Bank Limited December 2025 Future,,,-9889800.0,-2247.9515,-0.0028,Axis Mutual Fund,AXISEAF,,2020-12-05
Bandhan Bank Limited December 2025 Future,,,-1620000.0,-2318.544,-0.0029,Axis Mutual Fund,AXISEAF,,2020-12-05
Max Healthcare Institute Limited December 2025 Future,,,-214200.0,-2360.484,-0.0029,Axis Mutual Fund,AXISEAF,,2020-12-05
Hindustan Zinc Limited December 2025 Future,,,-481425.0,-2405.44,-0.003,Axis Mutual Fund,AXISEAF,,2020-12-05
ICICI Bank Limited January 2026 Future,,,-179200.0,-2518.2976,-0.0031,Axis Mutual Fund,AXISEAF,,2020-12-05
Lodha Developers Limited December 2025 Future,,,-227250.0,-2540.2005,-0.0032,Axis Mutual Fund,AXISEAF,,2020-12-05
Ambuja Cements Limited December 2025 Future,,,-475650.0,-2554.0027,-0.0032,Axis Mutual Fund,AXISEAF,,2020-12-05
Bharat Dynamics Limited December 2025 Future,,,-170300.0,-2582.4292,-0.0032,Axis Mutual Fund,AXISEAF,,2020-12-05
Larsen & Toubro Limited December 2025 Future,,,-63875.0,-2587.7679,-0.0032,Axis Mutual Fund,AXISEAF,,2020-12-05
Adani Ports and Special Economic Zone Limited December 2025 Future,,,-170525.0,-2588.9106,-0.0032,Axis Mutual Fund,AXISEAF,,2020-12-05
Adani Green Energy Limited December 2025 Future,,,-260400.0,-2665.194,-0.0033,Axis Mutual Fund,AXISEAF,,2020-12-05
IIFL Finance Limited December 2025 Future,,,-470250.0,-2693.8271,-0.0033,Axis Mutual Fund,AXISEAF,,2020-12-05
Tech Mahindra Limited December 2025 Future,,,-172200.0,-2713.1832,-0.0034,Axis Mutual Fund,AXISEAF,,2020-12-05
L&T Finance Limited December 2025 Future,,,-883476.0,-2745.8434,-0.0034,Axis Mutual Fund,AXISEAF,,2020-12-05
Samvardhana Motherson International Limited December 2025 Future,,,-2343150.0,-2757.8876,-0.0034,Axis Mutual Fund,AXISEAF,,2020-12-05
UPL Limited December 2025 Future,,,-363140.0,-2766.7637,-0.0034,Axis Mutual Fund,AXISEAF,,2020-12-05
Crompton Greaves Consumer Electricals Limited December 2025 Future,,,-1089000.0,-2844.468,-0.0035,Axis Mutual Fund,AXISEAF,,2020-12-05
NBCC (India) Limited December 2025 Future,,,-2535000.0,-2856.1845,-0.0035,Axis Mutual Fund,AXISEAF,,2020-12-05
Britannia Industries Limited December 2025 Future,,,-49250.0,-2947.3663,-0.0037,Axis Mutual Fund,AXISEAF,,2020-12-05
Adani Energy Solutions Limited December 2025 Future,,,-306450.0,-3010.1051,-0.0037,Axis Mutual Fund,AXISEAF,,2020-12-05
UNO Minda Limited December 2025 Future,,,-245300.0,-3137.1417,-0.0039,Axis Mutual Fund,AXISEAF,,2020-12-05
State Bank of India January 2026 Future,,,-320250.0,-3139.4108,-0.0039,Axis Mutual Fund,AXISEAF,,2020-12-05
Hero MotoCorp Limited December 2025 Future,,,-52200.0,-3330.882,-0.0041,Axis Mutual Fund,AXISEAF,,2020-12-05
Apollo Hospitals Enterprise Limited December 2025 Future,,,-46250.0,-3340.4063,-0.0041,Axis Mutual Fund,AXISEAF,,2020-12-05
United Spirits Limited December 2025 Future,,,-234400.0,-3422.24,-0.0042,Axis Mutual Fund,AXISEAF,,2020-12-05
LIC Housing Finance Limited December 2025 Future,,,-628000.0,-3427.31,-0.0043,Axis Mutual Fund,AXISEAF,,2020-12-05
Varun Beverages Limited December 2025 Future,,,-713400.0,-3438.588,-0.0043,Axis Mutual Fund,AXISEAF,,2020-12-05
Bosch Limited December 2025 Future,,,-9475.0,-3519.015,-0.0044,Axis Mutual Fund,AXISEAF,,2020-12-05
Trent Limited December 2025 Future,,,-85000.0,-3575.525,-0.0044,Axis Mutual Fund,AXISEAF,,2020-12-05
Jio Financial Services Limited December 2025 Future,,,-1189100.0,-3630.9169,-0.0045,Axis Mutual Fund,AXISEAF,,2020-12-05
APL Apollo Tubes Limited December 2025 Future,,,-215950.0,-3838.5113,-0.0048,Axis Mutual Fund,AXISEAF,,2020-12-05
TVS Motor Company Limited December 2025 Future,,,-105700.0,-3893.7766,-0.0048,Axis Mutual Fund,AXISEAF,,2020-12-05
Divi's Laboratories Limited December 2025 Future,,,-63700.0,-4137.6335,-0.0051,Axis Mutual Fund,AXISEAF,,2020-12-05
Bharat Electronics Limited December 2025 Future,,,-1021725.0,-4181.4096,-0.0052,Axis Mutual Fund,AXISEAF,,2020-12-05
Kaynes Technology India Limited December 2025 Future,,,-99100.0,-4339.0935,-0.0054,Axis Mutual Fund,AXISEAF,,2020-12-05
REC Limited December 2025 Future,,,-1246950.0,-4432.2838,-0.0055,Axis Mutual Fund,AXISEAF,,2020-12-05
NMDC Limited December 2025 Future,,,-6129000.0,-4705.8462,-0.0058,Axis Mutual Fund,AXISEAF,,2020-12-05
Kalyan Jewellers India Limited December 2025 Future,,,-952925.0,-4717.9317,-0.0059,Axis Mutual Fund,AXISEAF,,2020-12-05
Maruti Suzuki India Limited December 2025 Future,,,-29150.0,-4763.11,-0.0059,Axis Mutual Fund,AXISEAF,,2020-12-05
JSW Energy Limited December 2025 Future,,,-1031000.0,-4785.902,-0.0059,Axis Mutual Fund,AXISEAF,,2020-12-05
Dixon Technologies (India) Limited December 2025 Future,,,-36550.0,-5051.5755,-0.0063,Axis Mutual Fund,AXISEAF,,2020-12-05
ITC Limited December 2025 Future,,,-1280000.0,-5200.0,-0.0065,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Steel Limited December 2025 Future,,,-3135000.0,-5271.816,-0.0065,Axis Mutual Fund,AXISEAF,,2020-12-05
Pidilite Industries Limited December 2025 Future,,,-361000.0,-5353.63,-0.0066,Axis Mutual Fund,AXISEAF,,2020-12-05
Glenmark Pharmaceuticals Limited December 2025 Future,,,-275625.0,-5436.4275,-0.0067,Axis Mutual Fund,AXISEAF,,2020-12-05
Aurobindo Pharma Limited December 2025 Future,,,-458150.0,-5594.0115,-0.0069,Axis Mutual Fund,AXISEAF,,2020-12-05
JSW Steel Limited December 2025 Future,,,-505575.0,-5910.6773,-0.0073,Axis Mutual Fund,AXISEAF,,2020-12-05
Hindalco Industries Limited December 2025 Future,,,-741300.0,-6134.6282,-0.0076,Axis Mutual Fund,AXISEAF,,2020-12-05
Vedanta Limited December 2025 Future,,,-1177600.0,-6212.4288,-0.0077,Axis Mutual Fund,AXISEAF,,2020-12-05
Tata Power Company Limited December 2025 Future,,,-1653000.0,-6391.3245,-0.0079,Axis Mutual Fund,AXISEAF,,2020-12-05
Mahindra & Mahindra Limited December 2025 Future,,,-176600.0,-6594.7738,-0.0082,Axis Mutual Fund,AXISEAF,,2020-12-05
IndusInd Bank Limited December 2025 Future,,,-773500.0,-6766.9648,-0.0084,Axis Mutual Fund,AXISEAF,,2020-12-05
Sona BLW Precision Forgings Limited December 2025 Future,,,-1389150.0,-6890.8786,-0.0086,Axis Mutual Fund,AXISEAF,,2020-12-05
PNB Housing Finance Limited December 2025 Future,,,-768300.0,-6975.3957,-0.0087,Axis Mutual Fund,AXISEAF,,2020-12-05
Multi Commodity Exchange of India Limited December 2025 Future,,,-67875.0,-7042.71,-0.0087,Axis Mutual Fund,AXISEAF,,2020-12-05
Marico Limited December 2025 Future,,,-966000.0,-7138.257,-0.0089,Axis Mutual Fund,AXISEAF,,2020-12-05
Shriram Finance Limited December 2025 Future,,,-850575.0,-7296.6576,-0.0091,Axis Mutual Fund,AXISEAF,,2020-12-05
DLF Limited December 2025 Future,,,-1034550.0,-7473.0719,-0.0093,Axis Mutual Fund,AXISEAF,,2020-12-05
Bajaj Finance Limited December 2025 Future,,,-714750.0,-7532.0355,-0.0093,Axis Mutual Fund,AXISEAF,,2020-12-05
Bharti Airtel Limited December 2025 Future,,,-359575.0,-7614.7198,-0.0095,Axis Mutual Fund,AXISEAF,,2020-12-05
Grasim Industries Limited December 2025 Future,,,-277000.0,-7643.261,-0.0095,Axis Mutual Fund,AXISEAF,,2020-12-05
Container Corporation of India Limited December 2025 Future,,,-1492500.0,-7675.9275,-0.0095,Axis Mutual Fund,AXISEAF,,2020-12-05
